InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,InvoiceMonth,CohortMonth,CohortIndex
551003,79406,FROSTED WHITE BASE,24,2011-04-26 09:44:00,0.22,16456,United Kingdom,5.28,2011-04,2011-02,2
569768,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-10-06 11:27:00,2.1,13078,United Kingdom,25.2,2011-10,2010-12,10
555934,22467,GUMBALL COAT RACK,72,2011-06-08 08:51:00,2.1,15061,United Kingdom,151.2,2011-06,2010-12,6
559527,21175,GIN + TONIC DIET METAL SIGN,6,2011-07-10 11:24:00,2.55,17787,United Kingdom,15.3,2011-07,2010-12,7
572082,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-10-20 14:18:00,0.55,17672,United Kingdom,13.2,2011-10,2011-02,8
571441,47593B,SCOTTIE DOGS BABY BIB,1,2011-10-17 13:31:00,0.83,14096,United Kingdom,0.83,2011-10,2011-09,1
536531,22049,WRAP CHRISTMAS SCREEN PRINT,25,2010-12-01 13:23:00,0.42,15485,United Kingdom,10.5,2010-12,2010-12,0
539106,79000,MOROCCAN TEA GLASS,144,2010-12-16 10:51:00,0.65,16705,United Kingdom,93.6,2010-12,2010-12,0
580939,22621,TRADITIONAL KNITTING NANCY,12,2011-12-06 14:14:00,1.65,14907,United Kingdom,19.8,2011-12,2010-12,12
564353,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-08-24 15:08:00,1.65,15764,United Kingdom,19.8,2011-08,2011-03,5
574477,23399,HOME SWEET HOME HANGING HEART,6,2011-11-04 12:21:00,0.85,15453,United Kingdom,5.1,2011-11,2011-06,5
540028,22138,BAKING SET 9 PIECE RETROSPOT,3,2011-01-04 13:38:00,4.95,14180,United Kingdom,14.85,2011-01,2010-12,1
554280,20728,LUNCH BAG CARS BLUE,10,2011-05-23 13:35:00,1.65,14817,United Kingdom,16.5,2011-05,2011-03,2
574994,23339,EGG FRYING PAN BLUE,1,2011-11-08 11:03:00,2.08,17870,United Kingdom,2.08,2011-11,2011-07,4
540834,22696,WICKER WREATH LARGE,48,2011-01-11 14:50:00,1.65,14733,United Kingdom,79.2,2011-01,2010-12,1
541518,21212,PACK OF 72 RETROSPOT CAKE CASES,48,2011-01-19 09:05:00,0.55,12451,Switzerland,26.4,2011-01,2011-01,0
544643,22960,JAM MAKING SET WITH JARS,6,2011-02-22 11:43:00,4.25,13038,United Kingdom,25.5,2011-02,2011-02,0
550639,22568,FELTCRAFT CUSHION OWL,4,2011-04-19 15:46:00,3.75,14152,United Kingdom,15.0,2011-04,2011-04,0
576364,22139,RETROSPOT TEA SET CERAMIC 11 PC,2,2011-11-14 17:40:00,4.95,15009,United Kingdom,9.9,2011-11,2011-11,0
577504,21916,SET 12 RETRO WHITE CHALK STICKS,2,2011-11-20 12:36:00,0.42,14159,United Kingdom,0.84,2011-11,2010-12,11
546037,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-03-09 10:00:00,3.75,14825,United Kingdom,15.0,2011-03,2011-02,1
577740,21156,RETROSPOT CHILDRENS APRON,4,2011-11-21 13:36:00,1.95,17625,United Kingdom,7.8,2011-11,2011-03,8
548666,21908,CHOCOLATE THIS WAY METAL SIGN,1,2011-04-01 14:58:00,2.1,13124,United Kingdom,2.1,2011-04,2010-12,4
558990,23252,VINTAGE RED ENAMEL TRIM JUG,4,2011-07-05 11:30:00,3.75,13489,United Kingdom,15.0,2011-07,2011-07,0
576865,20935,ROUND CACTUS CANDLE,1,2011-11-16 16:08:00,2.95,12748,United Kingdom,2.95,2011-11,2010-12,11
552839,21986,PACK OF 12 PINK POLKADOT TISSUES,12,2011-05-11 14:25:00,0.29,14367,United Kingdom,3.48,2011-05,2011-03,2
573362,23431,NATURAL HANGING QUILTED HEARTS,24,2011-10-30 13:06:00,0.83,12597,Spain,19.92,2011-10,2011-03,7
563351,37340,MULTICOLOUR SPRING FLOWER MUG,6,2011-08-15 14:17:00,0.39,16902,United Kingdom,2.34,2011-08,2011-08,0
565409,23077,DOUGHNUT LIP GLOSS,20,2011-09-04 11:15:00,1.25,16761,United Kingdom,25.0,2011-09,2011-09,0
543476,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,12,2011-02-08 15:24:00,2.1,13050,United Kingdom,25.2,2011-02,2010-12,2
550479,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-04-18 14:01:00,2.95,15625,United Kingdom,17.7,2011-04,2011-04,0
576696,23541,WALL ART CLASSIC PUDDINGS,3,2011-11-16 12:26:00,8.25,16669,United Kingdom,24.75,2011-11,2011-11,0
561874,23187,FRENCH STYLE STORAGE JAR BONBONS,12,2011-07-31 12:02:00,0.29,16255,United Kingdom,3.48,2011-07,2010-12,7
578933,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2011-11-27 12:47:00,8.25,16923,United Kingdom,8.25,2011-11,2010-12,11
574867,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-11-07 12:39:00,3.95,16817,United Kingdom,15.8,2011-11,2010-12,11
578270,22988,SOLDIERS EGG CUP,1,2011-11-23 13:39:00,2.46,14096,United Kingdom,2.46,2011-11,2011-09,2
536539,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2010-12-01 14:03:00,3.95,15165,United Kingdom,15.8,2010-12,2010-12,0
569222,21872,GLAMOROUS  MUG,6,2011-10-02 13:46:00,1.25,15906,United Kingdom,7.5,2011-10,2011-05,5
569383,85159A,"BLACK TEA,COFFEE,SUGAR JARS",12,2011-10-03 16:46:00,1.95,15159,United Kingdom,23.4,2011-10,2010-12,10
538518,20854,BLUE PATCH PURSE PINK HEART,2,2010-12-12 16:14:00,1.65,14505,United Kingdom,3.3,2010-12,2010-12,0
562607,22980,PANTRY SCRUBBING BRUSH,12,2011-08-08 11:45:00,1.65,12885,United Kingdom,19.8,2011-08,2011-08,0
555560,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2011-06-05 14:20:00,0.65,17346,United Kingdom,7.8,2011-06,2010-12,6
577826,23486,ANTIQUE HEART SHELF UNIT,1,2011-11-22 09:43:00,16.65,17600,United Kingdom,16.65,2011-11,2011-11,0
549949,22249,DECORATION WHITE CHICK MAGIC GARDEN,2,2011-04-13 12:57:00,0.85,13208,United Kingdom,1.7,2011-04,2011-04,0
577057,22825,DECORATIVE PLANT POT WITH FRIEZE,1,2011-11-17 14:26:00,7.95,12748,United Kingdom,7.95,2011-11,2010-12,11
537045,22295,HEART FILIGREE DOVE LARGE,1,2010-12-05 10:54:00,1.65,15038,United Kingdom,1.65,2010-12,2010-12,0
563830,23353,6 GIFT TAGS VINTAGE CHRISTMAS,12,2011-08-19 12:20:00,0.83,16638,United Kingdom,9.96,2011-08,2011-08,0
543535,21459,YELLOW EASTER EGG HUNT START POST,4,2011-02-09 13:37:00,1.95,17537,United Kingdom,7.8,2011-02,2011-02,0
545649,85186A,EASTER BUNNY GARLAND OF FLOWERS,1,2011-03-04 13:14:00,0.42,14995,United Kingdom,0.42,2011-03,2011-03,0
557222,22085,PAPER CHAIN KIT SKULLS,6,2011-06-17 13:14:00,2.95,14936,Channel Islands,17.7,2011-06,2011-03,3
577182,21744,SNOWFLAKE PORTABLE TABLE LIGHT,6,2011-11-18 11:39:00,2.95,16945,United Kingdom,17.7,2011-11,2011-02,9
570249,22654,DELUXE SEWING KIT,3,2011-10-10 08:58:00,5.95,17509,United Kingdom,17.85,2011-10,2011-10,0
580615,22970,LONDON BUS COFFEE MUG,12,2011-12-05 12:05:00,2.55,16873,United Kingdom,30.6,2011-12,2010-12,12
571308,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-10-17 10:10:00,4.95,12475,Germany,19.8,2011-10,2011-10,0
561077,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-07-24 15:53:00,1.25,17649,United Kingdom,15.0,2011-07,2011-07,0
576067,23203,JUMBO BAG VINTAGE DOILY,20,2011-11-13 15:48:00,2.08,14227,United Kingdom,41.6,2011-11,2011-02,9
545907,21917,SET 12 KIDS  WHITE CHALK STICKS,24,2011-03-08 09:24:00,0.42,15806,United Kingdom,10.08,2011-03,2011-03,0
548257,21865,PINK UNION JACK  PASSPORT COVER,6,2011-03-30 10:54:00,2.1,13802,United Kingdom,12.6,2011-03,2011-02,1
552703,85130A,BEADED PEARL HEART WHITE LARGE,4,2011-05-10 16:00:00,1.65,14462,United Kingdom,6.6,2011-05,2011-01,4
570680,22049,WRAP CHRISTMAS SCREEN PRINT,25,2011-10-11 15:36:00,0.19,13969,United Kingdom,4.75,2011-10,2010-12,10
543631,21875,KINGS CHOICE MUG,6,2011-02-10 16:17:00,1.25,14081,United Kingdom,7.5,2011-02,2010-12,2
570208,85136A,YELLOW SHARK HELICOPTER,1,2011-10-09 10:23:00,7.95,16104,United Kingdom,7.95,2011-10,2011-10,0
548733,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-04-04 10:29:00,2.55,17648,United Kingdom,15.3,2011-04,2011-04,0
556408,37450,CERAMIC CAKE BOWL + HANGING CAKES,2,2011-06-10 11:54:00,2.95,13533,United Kingdom,5.9,2011-06,2011-03,3
574559,22467,GUMBALL COAT RACK,3,2011-11-04 15:50:00,2.55,14056,United Kingdom,7.65,2011-11,2011-02,9
538709,22273,FELTCRAFT DOLL MOLLY,2,2010-12-14 10:46:00,2.95,16442,United Kingdom,5.9,2010-12,2010-12,0
541857,72800C,4 PINK DINNER CANDLE SILVER FLOCK,6,2011-01-23 15:17:00,2.55,12727,France,15.3,2011-01,2011-01,0
566601,22835,HOT WATER BOTTLE I AM SO POORLY,1,2011-09-13 15:57:00,4.95,16469,United Kingdom,4.95,2011-09,2011-04,5
549906,22304,COFFEE MUG BLUE PAISLEY DESIGN,6,2011-04-12 16:28:00,2.55,14998,United Kingdom,15.3,2011-04,2011-04,0
560368,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,26,2011-07-18 12:25:00,1.25,17841,United Kingdom,32.5,2011-07,2010-12,7
555547,22898,CHILDRENS APRON APPLES DESIGN,8,2011-06-05 13:13:00,1.95,12681,France,15.6,2011-06,2010-12,6
575059,22161,HEART DECORATION RUSTIC HANGING,3,2011-11-08 12:25:00,0.19,14071,United Kingdom,0.57,2011-11,2011-03,8
543468,22911,PAPER CHAIN KIT LONDON,3,2011-02-08 14:45:00,2.95,14562,United Kingdom,8.85,2011-02,2011-02,0
555147,22331,WOODLAND PARTY BAG + STICKER SET,8,2011-05-31 15:41:00,1.65,13505,Switzerland,13.2,2011-05,2011-05,0
539332,22197,SMALL POPCORN HOLDER,200,2010-12-17 09:45:00,0.72,12931,United Kingdom,144.0,2010-12,2010-12,0
559888,21390,FILIGRIS HEART WITH BUTTERFLY,24,2011-07-13 11:47:00,1.25,16450,United Kingdom,30.0,2011-07,2011-07,0
555349,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-06-02 12:08:00,2.95,16729,United Kingdom,5.9,2011-06,2011-04,2
553638,22180,RETROSPOT LAMP,1,2011-05-18 10:56:00,9.95,14180,United Kingdom,9.95,2011-05,2010-12,5
580402,23581,JUMBO BAG PAISLEY PARK,20,2011-12-04 11:55:00,2.08,13536,United Kingdom,41.6,2011-12,2011-09,3
571272,23118,PARISIENNE JEWELLERY DRAWER,8,2011-10-16 12:19:00,7.5,13878,United Kingdom,60.0,2011-10,2011-10,0
546251,21703,BAG 125g SWIRLY MARBLES,96,2011-03-10 14:37:00,0.36,16553,United Kingdom,34.56,2011-03,2010-12,3
558751,22112,CHOCOLATE HOT WATER BOTTLE,2,2011-07-03 11:26:00,4.95,16009,United Kingdom,9.9,2011-07,2011-07,0
576589,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-11-15 14:29:00,1.25,17659,United Kingdom,30.0,2011-11,2010-12,11
538660,22699,ROSES REGENCY TEACUP AND SAUCER,4,2010-12-13 15:37:00,2.95,15808,United Kingdom,11.8,2010-12,2010-12,0
536804,22065,CHRISTMAS PUDDING TRINKET POT,10,2010-12-02 16:34:00,1.45,14031,United Kingdom,14.5,2010-12,2010-12,0
545835,22861,EASTER TIN CHICKS IN GARDEN,1,2011-03-07 13:17:00,1.65,17654,United Kingdom,1.65,2011-03,2011-03,0
581455,23542,WALL ART 70'S ALPHABET,12,2011-12-08 18:25:00,6.67,18102,United Kingdom,80.04,2011-12,2010-12,12
546502,85127,SMALL SQUARE CUT GLASS CANDLESTICK,2,2011-03-14 11:46:00,4.95,16005,United Kingdom,9.9,2011-03,2011-03,0
570818,23165,LARGE CERAMIC TOP STORAGE JAR,1,2011-10-12 12:47:00,1.65,17841,United Kingdom,1.65,2011-10,2010-12,10
569834,23215,JINGLE BELL HEART ANTIQUE SILVER,12,2011-10-06 13:00:00,2.08,14383,United Kingdom,24.96,2011-10,2011-06,4
575668,21175,GIN + TONIC DIET METAL SIGN,1,2011-11-10 14:59:00,2.55,18283,United Kingdom,2.55,2011-11,2011-01,10
568951,84820,DANISH ROSE TRINKET TRAYS,4,2011-09-29 15:26:00,5.95,17724,United Kingdom,23.8,2011-09,2011-09,0
552282,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2011-05-08 12:44:00,7.95,14040,United Kingdom,15.9,2011-05,2011-05,0
556816,20677,PINK POLKADOT BOWL,8,2011-06-15 09:01:00,1.25,12437,France,10.0,2011-06,2011-05,1
544569,22127,PARTY CONES CARNIVAL ASSORTED,24,2011-02-21 12:58:00,1.25,16980,United Kingdom,30.0,2011-02,2011-02,0
556538,22624,IVORY KITCHEN SCALES,6,2011-06-13 12:42:00,8.5,15845,United Kingdom,51.0,2011-06,2011-02,4
568098,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2011-09-23 15:17:00,1.45,15762,United Kingdom,17.4,2011-09,2011-09,0
547109,22859,EASTER TIN BUNNY BOUQUET,6,2011-03-21 11:46:00,1.65,12423,Belgium,9.9,2011-03,2010-12,3
541087,22846,BREAD BIN DINER STYLE RED,3,2011-01-13 12:37:00,16.95,13614,United Kingdom,50.85,2011-01,2011-01,0
553832,21829,DINOSAUR KEYRINGS ASSORTED,36,2011-05-19 11:38:00,0.21,12957,United Kingdom,7.56,2011-05,2011-01,4
565292,22196,SMALL HEART MEASURING SPOONS,24,2011-09-02 11:54:00,0.85,16102,United Kingdom,20.4,2011-09,2011-08,1
576339,71053,WHITE METAL LANTERN,1,2011-11-14 15:27:00,8.29,14096,United Kingdom,8.29,2011-11,2011-09,2
568787,90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,2,2011-09-29 09:19:00,8.5,13741,United Kingdom,17.0,2011-09,2011-06,3
556809,22066,LOVE HEART TRINKET POT,4,2011-06-14 16:48:00,0.39,17179,United Kingdom,1.56,2011-06,2010-12,6
554770,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-05-26 11:40:00,0.85,14911,EIRE,8.5,2011-05,2010-12,5
558077,21917,SET 12 KIDS  WHITE CHALK STICKS,48,2011-06-26 10:59:00,0.42,13408,United Kingdom,20.16,2011-06,2010-12,6
555545,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-06-05 13:08:00,1.65,17735,United Kingdom,19.8,2011-06,2011-01,5
542620,22630,DOLLY GIRL LUNCH BOX,12,2011-01-31 08:56:00,1.95,13089,United Kingdom,23.4,2011-01,2010-12,1
568219,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-09-26 09:59:00,1.25,13468,United Kingdom,15.0,2011-09,2010-12,9
548017,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-03-29 11:42:00,1.45,16871,United Kingdom,17.4,2011-03,2011-03,0
579264,22098,BOUDOIR SQUARE TISSUE BOX,36,2011-11-29 09:15:00,0.39,13599,United Kingdom,14.04,2011-11,2011-03,8
556491,22212,FOUR HOOK  WHITE LOVEBIRDS,2,2011-06-12 14:15:00,2.1,16794,United Kingdom,4.2,2011-06,2011-06,0
570719,21790,VINTAGE SNAP CARDS,1,2011-10-12 10:45:00,0.85,17913,United Kingdom,0.85,2011-10,2010-12,10
563954,21889,WOODEN BOX OF DOMINOES,12,2011-08-22 10:59:00,1.25,16652,United Kingdom,15.0,2011-08,2011-03,5
568208,23109,PACK OF SIX LED TEA LIGHTS,6,2011-09-25 15:35:00,2.89,12783,Portugal,17.34,2011-09,2011-09,0
560445,21485,RETROSPOT HEART HOT WATER BOTTLE,72,2011-07-19 09:08:00,4.25,14156,EIRE,306.0,2011-07,2011-01,6
552180,21742,LARGE ROUND WICKER PLATTER,2,2011-05-06 13:35:00,5.95,18235,United Kingdom,11.9,2011-05,2011-05,0
575754,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,2011-11-11 10:43:00,2.95,17295,United Kingdom,5.9,2011-11,2011-10,1
545186,22595,GINGHAM HEART DECORATION,6,2011-02-28 15:05:00,0.85,17841,United Kingdom,5.1,2011-02,2010-12,2
572096,22382,LUNCH BAG SPACEBOY DESIGN,3,2011-10-20 15:20:00,1.65,16813,United Kingdom,4.95,2011-10,2011-05,5
542107,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-01-25 13:38:00,0.55,16222,United Kingdom,0.55,2011-01,2011-01,0
562711,23199,JUMBO BAG APPLES,1,2011-08-08 14:53:00,2.08,16788,United Kingdom,2.08,2011-08,2011-03,5
545017,20726,LUNCH BAG WOODLAND,10,2011-02-25 13:51:00,1.65,12361,Belgium,16.5,2011-02,2011-02,0
569359,23113,PANTRY CHOPPING BOARD,3,2011-10-03 14:55:00,4.95,18257,United Kingdom,14.85,2011-10,2011-02,8
550274,22570,FELTCRAFT CUSHION RABBIT,4,2011-04-15 12:23:00,3.75,15498,United Kingdom,15.0,2011-04,2011-01,3
564226,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,2011-08-24 10:13:00,4.95,12523,France,14.85,2011-08,2011-01,7
578370,23202,JUMBO BAG VINTAGE LEAF,4,2011-11-24 11:11:00,2.08,17346,United Kingdom,8.32,2011-11,2010-12,11
540531,22152,PLACE SETTING WHITE STAR,2,2011-01-09 14:03:00,0.42,16549,United Kingdom,0.84,2011-01,2011-01,0
563613,23306,SET OF 36 DOILIES PANTRY DESIGN,24,2011-08-18 08:49:00,1.45,12688,Israel,34.8,2011-08,2011-08,0
567459,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,2011-09-20 12:21:00,1.65,14221,United Kingdom,9.9,2011-09,2011-01,8
581126,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-12-07 12:43:00,1.25,18272,United Kingdom,15.0,2011-12,2011-04,8
558526,22698,PINK REGENCY TEACUP AND SAUCER,48,2011-06-30 11:01:00,2.55,17949,United Kingdom,122.4,2011-06,2011-06,0
550639,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-04-19 15:46:00,0.85,14152,United Kingdom,8.5,2011-04,2011-04,0
537224,21822,GLITTER CHRISTMAS TREE WITH BELLS,6,2010-12-05 16:24:00,1.95,13174,United Kingdom,11.7,2010-12,2010-12,0
571054,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,1,2011-10-13 13:58:00,0.85,14234,United Kingdom,0.85,2011-10,2011-10,0
563662,22138,BAKING SET 9 PIECE RETROSPOT,3,2011-08-18 11:40:00,4.95,12729,France,14.85,2011-08,2011-08,0
543594,22584,PACK OF 6 PANNETONE GIFT BOXES,24,2011-02-10 12:15:00,2.55,18093,United Kingdom,61.2,2011-02,2011-02,0
542619,21902,"KEY FOB , FRONT  DOOR",2,2011-01-30 15:54:00,0.65,13869,United Kingdom,1.3,2011-01,2011-01,0
561079,21819,GLITTER CHRISTMAS STAR,1,2011-07-24 16:12:00,0.85,13956,United Kingdom,0.85,2011-07,2011-04,3
543428,21865,PINK UNION JACK  PASSPORT COVER,4,2011-02-08 11:36:00,2.1,17787,United Kingdom,8.4,2011-02,2010-12,2
578092,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-11-22 17:19:00,0.85,16811,United Kingdom,8.5,2011-11,2011-11,0
563933,22950,36 DOILIES VINTAGE CHRISTMAS,5,2011-08-21 15:54:00,1.45,16536,United Kingdom,7.25,2011-08,2011-08,0
548003,22082,RIBBON REEL STRIPES DESIGN,10,2011-03-29 10:39:00,1.65,18044,United Kingdom,16.5,2011-03,2011-03,0
573248,23439,HAND WARMER RED LOVE HEART,2,2011-10-28 12:09:00,2.1,14498,United Kingdom,4.2,2011-10,2011-07,3
579097,23311,VINTAGE CHRISTMAS STOCKING,6,2011-11-28 11:11:00,2.55,13758,United Kingdom,15.3,2011-11,2010-12,11
552959,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,1,2011-05-12 12:53:00,6.75,12748,United Kingdom,6.75,2011-05,2010-12,5
580106,23202,JUMBO BAG VINTAGE LEAF,10,2011-12-01 15:28:00,2.08,16169,United Kingdom,20.8,2011-12,2011-09,3
548911,22381,TOY TIDY PINK POLKADOT,5,2011-04-05 09:09:00,2.1,12951,United Kingdom,10.5,2011-04,2011-01,3
578041,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,4,2011-11-22 14:23:00,0.42,17338,United Kingdom,1.68,2011-11,2010-12,11
552315,23077,DOUGHNUT LIP GLOSS,20,2011-05-08 16:10:00,1.25,12700,France,25.0,2011-05,2011-05,0
539491,22445,PENCIL CASE LIFE IS BEAUTIFUL,1,2010-12-20 10:09:00,2.95,14646,Netherlands,2.95,2010-12,2010-12,0
558232,21703,BAG 125g SWIRLY MARBLES,2,2011-06-27 14:30:00,0.42,17841,United Kingdom,0.84,2011-06,2010-12,6
569254,82600,NO SINGING METAL SIGN,1,2011-10-03 11:00:00,2.1,18116,United Kingdom,2.1,2011-10,2010-12,10
576658,21557,SET OF 6 FUNKY BEAKERS,1,2011-11-16 11:05:00,2.95,14534,United Kingdom,2.95,2011-11,2011-01,10
546791,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-03-17 10:38:00,0.42,17716,United Kingdom,10.08,2011-03,2011-03,0
541217,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2011-01-14 13:59:00,8.5,17402,United Kingdom,17.0,2011-01,2010-12,1
561066,22630,DOLLY GIRL LUNCH BOX,1,2011-07-24 14:21:00,1.95,16710,United Kingdom,1.95,2011-07,2010-12,7
550627,84880,WHITE WIRE EGG HOLDER,3,2011-04-19 14:36:00,7.5,16633,United Kingdom,22.5,2011-04,2011-04,0
574696,22386,JUMBO BAG PINK POLKADOT,3,2011-11-06 13:40:00,2.08,13634,United Kingdom,6.24,2011-11,2011-04,7
580963,22557,PLASTERS IN TIN VINTAGE PAISLEY,12,2011-12-06 14:49:00,1.65,14868,United Kingdom,19.8,2011-12,2011-04,8
573330,23301,GARDENERS KNEELING PAD KEEP CALM,2,2011-10-30 11:22:00,1.65,16923,United Kingdom,3.3,2011-10,2010-12,10
556903,23202,JUMBO BAG VINTAGE LEAF,10,2011-06-15 12:55:00,2.08,14527,United Kingdom,20.8,2011-06,2010-12,6
545062,21915,RED  HARMONICA IN BOX,1,2011-02-27 14:07:00,1.25,12748,United Kingdom,1.25,2011-02,2010-12,2
571281,23410,CURIO CABINET LINEN AND LACE,1,2011-10-16 13:23:00,7.05,14088,United Kingdom,7.05,2011-10,2011-01,9
579458,23344,JUMBO BAG 50'S CHRISTMAS,1,2011-11-29 14:38:00,2.08,16549,United Kingdom,2.08,2011-11,2011-01,10
560299,82494L,WOODEN FRAME ANTIQUE WHITE,24,2011-07-18 10:28:00,2.55,17593,United Kingdom,61.2,2011-07,2010-12,7
540953,22139,RETROSPOT TEA SET CERAMIC 11 PC,1,2011-01-12 13:16:00,4.95,14587,United Kingdom,4.95,2011-01,2011-01,0
574479,21915,RED  HARMONICA IN BOX,50,2011-11-04 12:39:00,1.25,18035,United Kingdom,62.5,2011-11,2011-10,1
540021,82600,NO SINGING METAL SIGN,1,2011-01-04 12:51:00,2.1,17841,United Kingdom,2.1,2011-01,2010-12,1
579674,20749,ASSORTED COLOUR MINI CASES,2,2011-11-30 13:05:00,7.95,13012,United Kingdom,15.9,2011-11,2011-02,9
570229,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,2011-10-09 13:30:00,1.65,15756,United Kingdom,1.65,2011-10,2011-04,6
543006,16235,RECYCLED PENCIL WITH RABBIT ERASER,4,2011-02-02 12:53:00,0.21,17975,United Kingdom,0.84,2011-02,2010-12,2
567865,23338,EGG FRYING PAN RED,12,2011-09-22 14:11:00,2.08,17311,United Kingdom,24.96,2011-09,2011-09,0
575908,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-11-11 15:54:00,0.29,13091,United Kingdom,13.92,2011-11,2011-11,0
580389,22624,IVORY KITCHEN SCALES,2,2011-12-04 10:35:00,8.5,12952,United Kingdom,17.0,2011-12,2011-09,3
560397,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-07-18 14:04:00,0.83,17652,United Kingdom,6.64,2011-07,2011-03,4
577316,22271,FELTCRAFT DOLL ROSIE,6,2011-11-18 13:30:00,2.95,12578,Italy,17.7,2011-11,2011-01,10
564382,22112,CHOCOLATE HOT WATER BOTTLE,72,2011-08-25 10:45:00,4.25,15129,United Kingdom,306.0,2011-08,2011-05,3
549569,72741,GRAND CHOCOLATECANDLE,9,2011-04-10 15:15:00,1.45,15547,United Kingdom,13.05,2011-04,2010-12,4
559807,22384,LUNCH BAG PINK POLKADOT,1,2011-07-12 14:48:00,1.65,17841,United Kingdom,1.65,2011-07,2010-12,7
550303,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-04-17 10:21:00,0.65,18213,United Kingdom,10.4,2011-04,2011-04,0
549915,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-04-13 09:32:00,2.95,18231,United Kingdom,17.7,2011-04,2011-02,2
544970,21164,HOME SWEET HOME METAL SIGN,6,2011-02-25 11:33:00,2.95,13362,United Kingdom,17.7,2011-02,2011-02,0
558877,23103,JINGLE BELL HEART DECORATION,2,2011-07-04 13:50:00,1.65,17841,United Kingdom,3.3,2011-07,2010-12,7
578698,POST,POSTAGE,2,2011-11-25 10:20:00,18.0,12620,France,36.0,2011-11,2011-05,6
578088,22296,HEART IVORY TRELLIS LARGE,12,2011-11-22 16:47:00,1.65,16376,United Kingdom,19.8,2011-11,2011-11,0
556474,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,2,2011-06-12 12:01:00,0.85,16007,United Kingdom,1.7,2011-06,2011-05,1
559297,23005,TRAVEL CARD WALLET I LOVE LONDON,24,2011-07-07 12:36:00,0.42,16743,United Kingdom,10.08,2011-07,2010-12,7
543188,21439,BASKET OF TOADSTOOLS,12,2011-02-04 11:45:00,1.25,12567,France,15.0,2011-02,2010-12,2
575342,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,2011-11-09 14:44:00,7.95,17528,United Kingdom,15.9,2011-11,2011-09,2
545276,84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,6,2011-03-01 11:30:00,3.75,12933,United Kingdom,22.5,2011-03,2011-03,0
557954,23316,RED REFECTORY CLOCK,1,2011-06-23 18:44:00,9.95,15023,United Kingdom,9.95,2011-06,2010-12,6
547666,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-03-24 13:23:00,2.95,14235,United Kingdom,17.7,2011-03,2011-03,0
551944,21915,RED  HARMONICA IN BOX,2,2011-05-05 11:08:00,1.25,14553,United Kingdom,2.5,2011-05,2011-05,0
548497,20723,STRAWBERRY CHARLOTTE BAG,12,2011-03-31 13:43:00,0.85,13089,United Kingdom,10.2,2011-03,2010-12,3
556241,22180,RETROSPOT LAMP,1,2011-06-09 16:04:00,9.95,12597,Spain,9.95,2011-06,2011-03,3
