InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
571046,23100,SILVER BELLS TABLE DECORATION,1,13-10-11 13:35,1.25,18096,United Kingdom
559807,21916,SET 12 RETRO WHITE CHALK STICKS,5,12-07-11 14:48,0.42,17841,United Kingdom
540750,22386,JUMBO BAG PINK POLKADOT,10,11-01-11 10:26,1.95,16351,United Kingdom
574275,POST,POSTAGE,2,03-11-11 14:37,40,12352,Norway
563928,22384,LUNCH BAG PINK POLKADOT,3,21-08-11 15:17,1.65,17059,United Kingdom
580612,22141,CHRISTMAS CRAFT TREE TOP ANGEL,4,05-12-11 11:58,4.13,,United Kingdom
548313,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2,30-03-11 12:15,1.45,15353,United Kingdom
576329,23531,WALL ART BIG LOVE,1,14-11-11 15:22,14.13,,United Kingdom
551088,22457,NATURAL SLATE HEART CHALKBOARD,6,26-04-11 12:31,2.95,14640,United Kingdom
576704,23403,LETTER HOLDER HOME SWEET HOME,1,16-11-11 12:29,3.75,14527,United Kingdom
553523,22417,PACK OF 60 SPACEBOY CAKE CASES,1,17-05-11 14:46,2.08,,United Kingdom
553387,85114C,RED ENCHANTED FOREST PLACEMAT,4,16-05-11 16:33,3.29,,United Kingdom
539039,22662,LUNCH BAG DOLLY GIRL DESIGN,20,15-12-10 15:00,1.65,13124,United Kingdom
557949,22442,GROW YOUR OWN FLOWERS SET OF 3,4,23-06-11 17:20,7.95,15530,United Kingdom
551997,20733,GOLD MINI TAPE MEASURE,1,05-05-11 15:47,0.83,,United Kingdom
567899,22748,POPPY'S PLAYHOUSE KITCHEN,6,22-09-11 16:26,2.1,14911,EIRE
558760,20718,RED RETROSPOT SHOPPER BAG,10,03-07-11 12:38,1.25,16918,United Kingdom
550651,22861,EASTER TIN CHICKS IN GARDEN,1,19-04-11 16:52,1.65,15436,United Kingdom
579124,21791,VINTAGE HEADS AND TAILS CARD GAME,1,28-11-11 12:14,1.25,15721,United Kingdom
557033,15060B,FAIRY CAKE DESIGN UMBRELLA,4,16-06-11 13:48,3.75,13826,United Kingdom
577095,23127,FELTCRAFT GIRL NICOLE KIT,1,17-11-11 16:39,4.95,15867,United Kingdom
556183,21240,BLUE POLKADOT CUP,8,09-06-11 11:37,0.85,13134,United Kingdom
581219,22866,HAND WARMER SCOTTY DOG DESIGN,1,08-12-11 9:28,4.13,,United Kingdom
580720,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,6,05-12-11 16:55,0.29,14629,United Kingdom
558639,22366,DOORMAT AIRMAIL,4,01-07-11 8:55,7.95,13492,Switzerland
564817,47310M,SMALL POP BOX FUNKY MONKEY,2,30-08-11 12:02,1.63,,United Kingdom
547875,22191,IVORY DINER WALL CLOCK,12,27-03-11 15:40,7.65,13408,United Kingdom
572528,21201,TROPICAL  HONEYCOMB PAPER GARLAND,4,24-10-11 15:43,2.55,13176,United Kingdom
541684,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,20-01-11 15:22,2.95,15498,United Kingdom
548509,46000S,POLYESTER FILLER PAD 40x40cm,4,31-03-11 15:00,1.45,14543,United Kingdom
537126,21207,SKULL AND CROSSBONES  GARLAND,2,05-12-10 12:13,1.65,18118,United Kingdom
C537232,84840,SWEETHEART CARRY-ALL BASKET,-2,06-12-10 9:31,8.5,12586,Italy
567183,22915,ASSORTED BOTTLE TOP  MAGNETS,6,18-09-11 15:32,0.42,14769,United Kingdom
578950,20712,JUMBO BAG WOODLAND ANIMALS,1,27-11-11 14:40,2.08,17885,United Kingdom
573876,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,01-11-11 12:48,4.25,16360,United Kingdom
579559,82580,BATHROOM METAL SIGN,1,30-11-11 11:30,0.55,16764,United Kingdom
556283,21791,VINTAGE HEADS AND TAILS CARD GAME,12,10-06-11 8:50,1.25,15628,United Kingdom
544277,48138,DOORMAT UNION FLAG,2,17-02-11 11:58,7.95,13718,United Kingdom
575731,22079,RIBBON REEL HEARTS DESIGN,5,10-11-11 20:01,1.65,13230,United Kingdom
549555,22147,FELTCRAFT BUTTERFLY HEARTS,1,10-04-11 12:52,1.45,13606,United Kingdom
578696,23681,LUNCH BAG RED VINTAGE DOILY,10,25-11-11 10:02,1.65,13985,United Kingdom
541592,21991,BOHEMIAN COLLAGE STATIONERY SET,1,19-01-11 15:08,2.46,,United Kingdom
573035,22652,TRAVEL SEWING KIT,20,27-10-11 13:43,1.65,12433,Norway
537399,22301,COFFEE MUG CAT + BIRD DESIGN,6,06-12-10 14:31,2.55,13030,United Kingdom
552232,22918,HERB MARKER PARSLEY,1,06-05-11 15:54,1.63,,United Kingdom
576869,POST,POSTAGE,1,16-11-11 16:20,18,12500,Germany
574856,23242,TREASURE TIN BUFFALO BILL,1,07-11-11 12:06,4.13,,United Kingdom
557635,20830,SILVER PHOTO FRAME,6,21-06-11 15:27,2.1,12748,United Kingdom
556826,84510a,SET OF 4 ENGLISH ROSE COASTERS,1,15-06-11 10:25,2.46,,United Kingdom
574840,82494L,WOODEN FRAME ANTIQUE WHITE,1,07-11-11 11:41,2.95,12748,United Kingdom
570420,22135,MINI LADLE LOVE HEART PINK,5,10-10-11 13:33,0.42,17841,United Kingdom
555324,22178,VICTORIAN GLASS HANGING T-LIGHT,2,02-06-11 11:02,2.46,,United Kingdom
572318,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,23-10-11 16:19,1.25,15436,United Kingdom
567785,23199,JUMBO BAG APPLES,100,22-09-11 11:28,1.79,18102,United Kingdom
560535,22985,WRAP BILLBOARD FONTS DESIGN,50,19-07-11 12:13,0.42,13167,United Kingdom
559465,22386,JUMBO BAG PINK POLKADOT,100,08-07-11 13:26,1.79,14680,United Kingdom
539722,22197,SMALL POPCORN HOLDER,24,21-12-10 13:45,0.85,14911,EIRE
567671,22686,FRENCH BLUE METAL DOOR SIGN No,1,21-09-11 15:34,2.46,,United Kingdom
546912,85132A,CHARLIE + LOLA BISCUITS TINS,2,17-03-11 20:12,9.95,15861,United Kingdom
581016,23321,SMALL WHITE HEART OF WICKER,12,07-12-11 9:53,1.65,14141,United Kingdom
539196,22802,FAUX FUR CHOCOLATE THROW,1,16-12-10 12:09,19.95,18055,United Kingdom
559923,22315,200 RED + WHITE BENDY STRAWS,3,13-07-11 16:07,1.25,,United Kingdom
562717,21242,RED RETROSPOT PLATE,6,08-08-11 15:42,3.29,,United Kingdom
571305,20718,RED RETROSPOT SHOPPER BAG,3,17-10-11 9:55,3.29,,United Kingdom
550215,72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,7,15-04-11 10:43,4.13,,United Kingdom
568650,22752,SET 7 BABUSHKA NESTING BOXES,4,28-09-11 11:56,8.5,13505,Switzerland
568140,23051,RECYCLED ACAPULCO MAT BLUE,2,25-09-11 10:48,8.25,17411,United Kingdom
567667,85095,THREE CANVAS LUGGAGE TAGS,1,21-09-11 15:24,4.13,,United Kingdom
576840,22310,IVORY KNITTED MUG COSY,1,16-11-11 15:23,3.29,,United Kingdom
547249,22427,ENAMEL FLOWER JUG CREAM,1,22-03-11 9:27,11.63,,United Kingdom
569893,22553,PLASTERS IN TIN SKULLS,12,06-10-11 15:51,1.65,12627,Germany
546855,21181,PLEASE ONE PERSON METAL SIGN,4,17-03-11 13:58,2.1,18168,United Kingdom
575176,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,7,08-11-11 18:29,1.63,,United Kingdom
579399,22439,6 ROCKET BALLOONS,1,29-11-11 12:09,0.65,13137,United Kingdom
569652,23100,SILVER BELLS TABLE DECORATION,12,05-10-11 12:51,1.25,15628,United Kingdom
556087,84968d,SET OF 16 VINTAGE RED CUTLERY,1,08-06-11 15:24,24.96,,United Kingdom
561870,22556,PLASTERS IN TIN CIRCUS PARADE,12,31-07-11 11:45,1.65,14911,EIRE
547809,22300,COFFEE MUG DOG + BALL DESIGN,2,25-03-11 13:54,2.55,12748,United Kingdom
572653,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2,25-10-11 12:12,0.85,15861,United Kingdom
558710,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,1,01-07-11 13:04,2.55,15483,United Kingdom
560988,15056BL,EDWARDIAN PARASOL BLACK,24,22-07-11 13:17,5.95,15854,United Kingdom
576618,21739,COSY SLIPPER SHOES SMALL GREEN,1,15-11-11 17:00,2.46,,United Kingdom
561626,22496,SET OF 2 ROUND TINS DUTCH CHEESE,1,28-07-11 14:03,2.95,14898,United Kingdom
564750,23083,SET 6 PAPER TABLE LANTERN STARS,6,30-08-11 9:36,3.75,17690,United Kingdom
570700,C2,CARRIAGE,1,12-10-11 9:29,50,14156,EIRE
575516,23438,RED SPOT GIFT BAG LARGE,24,10-11-11 10:45,1.25,17340,United Kingdom
578065,17003,BROCADE RING PURSE,4,22-11-11 15:41,0.83,,United Kingdom
578034,21481,FAWN BLUE HOT WATER BOTTLE,36,22-11-11 13:47,3.39,14646,Netherlands
575875,22878,NUMBER TILE COTTAGE GARDEN No,1,11-11-11 13:06,4.13,,United Kingdom
574536,22976,CIRCUS PARADE CHILDRENS EGG CUP,3,04-11-11 14:35,1.25,15707,United Kingdom
567901,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,3,22-09-11 16:28,7.46,,United Kingdom
572309,21993,FLORAL FOLK STATIONERY SET,4,23-10-11 15:29,1.25,14432,United Kingdom
566862,23418,LAVENDER TOILETTE BOTTLE,12,15-09-11 12:46,2.08,13018,United Kingdom
577701,23238,SET OF 4 KNICK KNACK TINS LONDON,2,21-11-11 12:11,4.15,13673,United Kingdom
562213,22383,LUNCH BAG SUKI DESIGN,1,03-08-11 13:39,1.65,13975,United Kingdom
563565,20658,RED RETROSPOT LUGGAGE TAG,4,17-08-11 14:22,1.25,17338,United Kingdom
577794,85049A,TRADITIONAL CHRISTMAS RIBBONS,2,21-11-11 16:48,1.25,14030,United Kingdom
566446,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,1,12-09-11 15:40,1.63,,United Kingdom
573323,21756,BATH BUILDING BLOCK WORD,2,30-10-11 10:54,6.25,15708,United Kingdom
575726,23101,SILVER STARS TABLE DECORATION,2,10-11-11 19:12,0.83,16791,United Kingdom
564760,90020,FILIGREE DIAMANTE CHAIN,1,30-08-11 10:47,12.48,,United Kingdom
552854,22557,PLASTERS IN TIN VINTAGE PAISLEY,12,11-05-11 15:16,1.65,14748,United Kingdom
560434,21407,BROWN CHECK CAT DOORSTOP,2,18-07-11 15:56,8.29,,United Kingdom
580980,20769,DAISY JOURNAL,6,06-12-11 15:43,2.55,17730,United Kingdom
549577,51014A,"FEATHER PEN,HOT PINK",12,11-04-11 8:16,0.85,14286,United Kingdom
559816,22211,WOOD STAMP SET FLOWERS,1,12-07-11 16:11,0.83,,United Kingdom
544688,15056BL,EDWARDIAN PARASOL BLACK,4,23-02-11 8:29,5.95,18151,United Kingdom
548552,22607,WOODEN ROUNDERS GARDEN SET,8,01-04-11 9:06,8.5,17613,United Kingdom
539261,22969,HOMEMADE JAM SCENTED CANDLES,12,16-12-10 14:34,1.45,15620,United Kingdom
568346,21977,PACK OF 60 PINK PAISLEY CAKE CASES,5,26-09-11 15:28,1.25,14096,United Kingdom
554603,21232,STRAWBERRY CERAMIC TRINKET BOX,1,25-05-11 11:14,1.25,14593,United Kingdom
558068,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,24-06-11 15:51,4.13,,United Kingdom
573331,23305,SET 4 PICNIC CUTLERY BLUEBERRY,2,30-10-11 11:25,1.95,15860,United Kingdom
560042,23298,SPOTTY BUNTING,3,14-07-11 14:46,4.95,17068,United Kingdom
578344,23325,RUSTIC STRAWBERRY JAM POT SMALL,1,24-11-11 9:21,3.29,,United Kingdom
579196,85049E,SCANDINAVIAN REDS RIBBONS,10,28-11-11 15:54,2.46,14096,United Kingdom
568180,23380,PACK OF 12 VINTAGE DOILY TISSUES,12,25-09-11 13:42,0.39,15429,United Kingdom
567673,22174,PHOTO CUBE,1,21-09-11 15:43,3.29,,United Kingdom
541495,48111,DOORMAT 3 SMILEY CATS,1,18-01-11 14:59,14.13,,United Kingdom
554813,22998,TRAVEL CARD WALLET KEEP CALM,1,26-05-11 13:26,0.42,15852,United Kingdom
566914,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,15-09-11 14:08,0.95,15466,United Kingdom
559010,C2,CARRIAGE,1,05-07-11 12:50,50,14911,EIRE
537794,48138,DOORMAT UNION FLAG,1,08-12-10 13:01,7.95,16713,United Kingdom
547796,84997B,CHILDRENS CUTLERY RETROSPOT RED,72,25-03-11 12:34,3.75,14646,Netherlands
543371,85194L,HANGING SPRING FLOWER EGG LARGE,6,07-02-11 14:53,0.85,14048,United Kingdom
C580312,23544,WALL ART MID CENTURY MODERN,-1,02-12-11 15:09,8.25,13969,United Kingdom
578266,22629,SPACEBOY LUNCH BOX,1,23-11-11 13:34,1.95,12748,United Kingdom
579555,21164,HOME SWEET HOME METAL SIGN,2,30-11-11 11:08,2.95,16241,United Kingdom
565324,23234,BISCUIT TIN VINTAGE CHRISTMAS,2,02-09-11 13:18,2.89,13232,United Kingdom
542624,75049L,LARGE CIRCULAR MIRROR MOBILE,1,31-01-11 9:48,2.46,,United Kingdom
539196,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,16-12-10 12:09,0.85,18055,United Kingdom
563566,22727,ALARM CLOCK BAKELIKE RED,4,17-08-11 14:25,3.75,13655,United Kingdom
544077,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,4,15-02-11 15:04,1.65,14825,United Kingdom
538853,20867,PINK ROSE FABRIC MIRROR,2,14-12-10 13:35,1.25,16805,United Kingdom
578067,21846,PINK DIAMANTE PEN IN GIFT BOX,1,22-11-11 15:43,8.29,,United Kingdom
537396,84879,ASSORTED COLOUR BIRD ORNAMENT,8,06-12-10 14:08,1.69,17223,United Kingdom
564756,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2,30-08-11 10:33,2.46,,United Kingdom
569899,23284,DOORMAT KEEP CALM AND COME IN,2,06-10-11 16:15,8.25,13940,United Kingdom
581492,90201D,GREEN ENAMEL FLOWER RING,1,09-12-11 10:03,2.9,,United Kingdom
536401,22382,LUNCH BAG SPACEBOY DESIGN,2,01-12-10 11:21,1.65,15862,United Kingdom
556280,22413,METAL SIGN TAKE IT OR LEAVE IT,4,09-06-11 20:03,2.95,14584,United Kingdom
537126,20975,12 PENCILS SMALL TUBE RED RETROSPOT,1,05-12-10 12:13,0.65,18118,United Kingdom
580730,23050,RECYCLED ACAPULCO MAT GREEN,1,05-12-11 17:28,16.63,,United Kingdom
577252,22633,HAND WARMER UNION JACK,3,18-11-11 12:22,2.1,18034,United Kingdom
560696,23081,GREEN METAL BOX ARMY SUPPLIES,4,20-07-11 12:14,8.25,14606,United Kingdom
563928,22382,LUNCH BAG SPACEBOY DESIGN,2,21-08-11 15:17,1.65,17059,United Kingdom
568378,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,27-09-11 8:57,2.1,13035,United Kingdom
561627,22580,ADVENT CALENDAR GINGHAM SACK,3,28-07-11 14:08,5.95,12453,Austria
571257,23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,1,14-10-11 17:17,0.83,,United Kingdom
578317,23340,VINTAGE CHRISTMAS CAKE FRILL,12,23-11-11 16:47,1.65,15398,United Kingdom
544476,84836,ZINC METAL HEART DECORATION,2,21-02-11 9:58,1.25,14796,United Kingdom
573375,21889,WOODEN BOX OF DOMINOES,12,30-10-11 13:42,1.25,15521,United Kingdom
556467,22131,FOOD CONTAINER SET 3 LOVE HEART,3,12-06-11 11:17,1.95,13232,United Kingdom
539451,22260,FELT EGG COSY BLUE RABBIT,1,17-12-10 16:59,1.66,,United Kingdom
578065,23524,WALL ART HORSE & PONY,1,22-11-11 15:41,7.46,,United Kingdom
538524,22068,BLACK PIRATE TREASURE CHEST,3,13-12-10 9:35,3.36,,United Kingdom
562517,23200,JUMBO BAG PEARS,6,05-08-11 12:27,2.08,15719,United Kingdom
577358,35095A,BLUE VICTORIAN FABRIC OVAL BOX,3,18-11-11 15:59,0.83,,United Kingdom
568323,21175,GIN + TONIC DIET METAL SIGN,12,26-09-11 13:45,2.55,15078,United Kingdom
568069,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,23-09-11 14:05,2.1,13336,United Kingdom
556080,22380,TOY TIDY SPACEBOY,1,08-06-11 15:21,4.13,,United Kingdom
561222,85017B,ENVELOPE 50 BLOSSOM IMAGES,24,26-07-11 9:27,0.42,13588,United Kingdom
569555,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,05-10-11 8:17,4.25,17728,United Kingdom
572746,23227,FILIGREE HEART BUTTERFLY WHITE,3,25-10-11 16:30,1.25,13263,United Kingdom
551054,22423,REGENCY CAKESTAND 3 TIER,2,26-04-11 11:44,12.75,12429,Austria
581381,23381,PACK OF 12 VINTAGE LEAF TISSUES,12,08-12-11 12:54,0.39,16933,United Kingdom
540851,21843,RED RETROSPOT CAKE STAND,1,12-01-11 9:43,10.95,12523,France
579350,23344,JUMBO BAG 50'S CHRISTMAS,10,29-11-11 11:48,2.08,15218,United Kingdom
539333,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,17-12-10 9:52,0.85,13627,United Kingdom
546656,82482,WOODEN PICTURE FRAME WHITE FINISH,4,15-03-11 14:19,4.96,,United Kingdom
561863,21530,DAIRY MAID TOASTRACK,18,31-07-11 10:40,0.79,17695,United Kingdom
540356,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2,06-01-11 15:12,5.91,,United Kingdom
572240,22189,CREAM HEART CARD HOLDER,4,21-10-11 15:18,3.95,13709,United Kingdom
575919,22844,VINTAGE CREAM DOG FOOD CONTAINER,12,11-11-11 17:00,7.65,15311,United Kingdom
577504,20728,LUNCH BAG CARS BLUE,6,20-11-11 12:36,1.65,14159,United Kingdom
544801,22196,SMALL HEART MEASURING SPOONS,12,23-02-11 13:48,0.85,16145,United Kingdom
573288,22637,PIGGY BANK RETROSPOT,4,28-10-11 14:42,2.55,14194,United Kingdom
570022,85032A,ROMANTIC IMAGES GIFT WRAP SET,1,07-10-11 10:21,0.65,14067,United Kingdom
559506,35653,VINTAGE BEAD NOTEBOOK,1,08-07-11 15:17,2.46,,United Kingdom
574704,23536,WALL ART VILLAGE SHOW,3,06-11-11 14:02,5.95,15696,United Kingdom
570517,82583,HOT BATHS METAL SIGN,12,11-10-11 10:41,2.1,13971,United Kingdom
541794,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,21-01-11 13:21,2.95,17238,United Kingdom
566720,23132,SMALL IVORY HEART WALL ORGANISER,6,14-09-11 12:42,5.75,13634,United Kingdom
546465,20981,12 PENCILS TALL TUBE WOODLAND,4,14-03-11 10:57,0.85,14395,United Kingdom
573158,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,10,28-10-11 8:56,0.79,14738,United Kingdom
566713,21563,RED HEART SHAPE LOVE BUCKET,6,14-09-11 12:05,2.95,15933,United Kingdom
562537,23296,SET OF 6 TEA TIME BAKING CASES,12,05-08-11 15:02,1.25,12517,Germany
569838,22027,TEA PARTY BIRTHDAY CARD,12,06-10-11 13:20,0.42,13504,United Kingdom
570690,23210,WHITE ROCKING HORSE HAND PAINTED,1,11-10-11 16:37,2.46,,United Kingdom
563686,20727,LUNCH BAG  BLACK SKULL.,30,18-08-11 12:30,1.65,13098,United Kingdom
577034,21380,WOODEN HAPPY BIRTHDAY GARLAND,1,17-11-11 13:16,2.95,12847,United Kingdom
557938,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,23-06-11 15:35,0.83,,United Kingdom
576078,22065,CHRISTMAS PUDDING TRINKET POT,8,13-11-11 16:22,0.39,14432,United Kingdom
571212,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1,14-10-11 12:53,3.75,12856,United Kingdom
569823,20727,LUNCH BAG  BLACK SKULL.,1,06-10-11 12:15,1.65,16895,United Kingdom
C569938,22726,ALARM CLOCK BAKELIKE GREEN,-1,06-10-11 17:55,3.75,14211,United Kingdom
566891,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,15-09-11 13:51,3.75,14894,United Kingdom
580983,20936,FORKED CACTUS CANDLE,1,06-12-11 16:26,5.79,,United Kingdom
558860,21756,BATH BUILDING BLOCK WORD,3,04-07-11 12:18,5.95,17975,United Kingdom
564747,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,28-08-11 16:09,4.25,14869,United Kingdom
576780,22465,HANGING METAL STAR LANTERN,12,16-11-11 13:27,1.65,13258,United Kingdom
559055,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,2,05-07-11 17:09,2.46,,United Kingdom
550532,21539,RED RETROSPOT BUTTER DISH,1,19-04-11 11:02,4.95,14606,United Kingdom
569898,22807,SET OF 6 T-LIGHTS TOADSTOOLS,4,06-10-11 16:08,5.79,,United Kingdom
563023,22698,PINK REGENCY TEACUP AND SAUCER,6,11-08-11 13:39,2.95,14639,United Kingdom
572281,22735,RIBBON REEL SOCKS AND MITTENS,5,23-10-11 11:10,1.65,17211,United Kingdom
571192,23321,SMALL WHITE HEART OF WICKER,12,14-10-11 11:55,1.65,13050,United Kingdom
574898,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,5,07-11-11 15:07,1.65,16242,United Kingdom
559817,22776,SWEETHEART CAKESTAND 3 TIER,1,12-07-11 16:20,19.96,,United Kingdom
545682,90190C,SILVER/AMETHYST DROP EARRINGS LEAF,1,06-03-11 11:39,2.95,14701,United Kingdom
573413,21636,MADRAS NOTEBOOK MEDIUM,1,30-10-11 16:12,0.75,15444,United Kingdom
572103,23489,VINTAGE BELLS GARLAND,1,20-10-11 15:57,2.89,17571,United Kingdom
544203,22273,FELTCRAFT DOLL MOLLY,6,17-02-11 10:30,2.95,12362,Belgium
542102,22697,GREEN REGENCY TEACUP AND SAUCER,6,25-01-11 13:26,2.95,12744,Singapore
580610,23080,RED METAL BOX TOP SECRET,4,05-12-11 11:48,16.63,,United Kingdom
537666,85015,SET OF 12  VINTAGE POSTCARD SET,1,07-12-10 18:36,2.51,,United Kingdom
540522,22494,EMERGENCY FIRST AID TIN,12,09-01-11 12:50,1.25,13102,United Kingdom
540821,84356,POMPOM CURTAIN,1,11-01-11 13:16,5.91,,United Kingdom
559134,22817,CARD SUKI BIRTHDAY,12,06-07-11 13:14,0.42,12700,France
538349,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,12,10-12-10 14:59,3.36,,United Kingdom
547720,22763,KEY CABINET MA CAMPAGNE,2,25-03-11 10:08,9.95,14209,United Kingdom
560246,85014B,RED RETROSPOT UMBRELLA,48,17-07-11 12:17,4.95,14292,United Kingdom
576614,21820,GLITTER HEART GARLAND WITH BELLS,1,15-11-11 16:38,3.75,12933,United Kingdom
566275,21231,SWEETHEART CERAMIC TRINKET BOX,4,11-09-11 13:58,1.25,16549,United Kingdom
537609,22726,ALARM CLOCK BAKELIKE GREEN,8,07-12-10 13:22,3.75,17675,United Kingdom
555284,62018,SOMBRERO,48,02-06-11 9:37,1.25,14298,United Kingdom
553860,23168,CLASSIC CAFE SUGAR DISPENSER,1,19-05-11 13:57,1.25,17841,United Kingdom
572751,22705,WRAP GREEN PEARS,25,25-10-11 17:21,0.42,17449,United Kingdom
573036,23112,PARISIENNE CURIO CABINET,2,27-10-11 13:44,7.5,12437,France
574260,21258,VICTORIAN SEWING BOX LARGE,1,03-11-11 13:58,12.75,13014,United Kingdom
551995,20707,CRAZY DAISY HEART DECORATION,2,05-05-11 15:42,0.83,,United Kingdom
572079,23014,GLASS APOTHECARY BOTTLE ELIXIR,8,20-10-11 14:11,3.95,14484,United Kingdom
574866,22553,PLASTERS IN TIN SKULLS,2,07-11-11 12:34,1.65,12748,United Kingdom
557494,22131,FOOD CONTAINER SET 3 LOVE HEART,1,20-06-11 15:19,4.13,,United Kingdom
537638,21894,POTTING SHED SEED ENVELOPES,2,07-12-10 15:28,2.51,,United Kingdom
542128,22630,DOLLY GIRL LUNCH BOX,12,25-01-11 15:13,1.95,12609,Germany
580367,23210,WHITE ROCKING HORSE HAND PAINTED,1,02-12-11 16:39,2.46,,United Kingdom
566603,90038B,GLASS AND PAINTED BEADS BRACELET OL,1,13-09-11 16:12,3.73,,United Kingdom
562258,21535,RED RETROSPOT SMALL MILK JUG,1,03-08-11 15:28,2.55,16348,United Kingdom
570871,21931,JUMBO STORAGE BAG SUKI,1,12-10-11 16:36,4.13,,United Kingdom
569365,23524,HORSE & PONY WALL ART,9,03-10-11 15:24,2.66,18102,United Kingdom
570882,79321,CHILLI LIGHTS,4,13-10-11 9:45,5.75,13930,United Kingdom
556883,22430,ENAMEL WATERING CAN CREAM,4,15-06-11 12:24,4.95,13343,United Kingdom
544808,82552,WASHROOM METAL SIGN,4,23-02-11 15:11,1.45,14562,United Kingdom
553509,22276,WASH BAG VINTAGE ROSE PAISLEY,3,17-05-11 13:44,2.55,17220,United Kingdom
541112,21383,PACK OF 12 STICKY BUNNIES,12,13-01-11 15:17,0.65,18085,United Kingdom
565331,23082,SET 6 PAPER TABLE LANTERN HEARTS,3,02-09-11 13:59,3.75,16674,United Kingdom
557878,22757,LARGE RED BABUSHKA NOTEBOOK,7,23-06-11 13:13,1.25,16940,United Kingdom
576508,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,2,15-11-11 12:02,0.42,17777,United Kingdom
559506,21725,SWEETIES  STICKERS,2,08-07-11 15:17,1.63,,United Kingdom
569693,21749,LARGE RED RETROSPOT WINDMILL,1,05-10-11 15:18,2.1,17837,United Kingdom
567074,22374,AIRLINE BAG VINTAGE JET SET RED,4,16-09-11 12:22,4.25,17068,United Kingdom
575969,85099C,JUMBO  BAG BAROQUE BLACK WHITE,3,13-11-11 12:47,2.08,13571,United Kingdom
568207,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,12,25-09-11 15:34,1.45,15150,United Kingdom
554978,21080,SET/20 RED RETROSPOT PAPER NAPKINS,10,29-05-11 11:05,0.85,16889,United Kingdom
555397,21872,GLAMOROUS  MUG,1,02-06-11 17:26,3.29,,United Kingdom
575718,23459,DOLLY CABINET 2 DRAWERS,1,10-11-11 18:04,12.5,16907,United Kingdom
567474,23077,DOUGHNUT LIP GLOSS,20,20-09-11 12:53,1.25,13448,United Kingdom
537126,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,05-12-10 12:13,3.75,18118,United Kingdom
551986,22283,6 EGG HOUSE PAINTED WOOD,2,05-05-11 14:41,7.95,13888,United Kingdom
539607,22197,SMALL POPCORN HOLDER,24,20-12-10 14:10,0.85,12681,France
541673,21201,TROPICAL  HONEYCOMB PAPER GARLAND,12,20-01-11 13:02,2.55,14735,United Kingdom
580357,82600,N0 SINGING METAL SIGN,48,02-12-11 16:07,1.85,15856,United Kingdom
558630,47566,PARTY BUNTING,8,30-06-11 18:07,4.95,15615,United Kingdom
550203,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,15-04-11 10:37,2.46,,United Kingdom
568984,15044C,PURPLE PAPER PARASOL,1,29-09-11 15:57,2.95,17813,United Kingdom
580188,23552,BICYCLE PUNCTURE REPAIR KIT,8,02-12-11 12:02,2.08,16440,United Kingdom
556784,23091,ZINC HERB GARDEN CONTAINER,4,14-06-11 13:15,6.25,14461,United Kingdom
557948,82580,BATHROOM METAL SIGN,12,23-06-11 16:35,0.55,13937,United Kingdom
554700,22467,GUMBALL COAT RACK,36,26-05-11 9:18,2.1,12613,Germany
559542,21990,MODERN FLORAL STATIONERY SET,2,10-07-11 13:32,1.25,17126,United Kingdom
