"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","Revenue" 
"566203","23356","LOVE HOT WATER BOTTLE",2,"09-09-11 14:47",5.95,"16362","United Kingdom",11.9
"565248","22996","TRAVEL CARD WALLET VINTAGE TICKET",2,"02-09-11 10:34",0.42,"15860","United Kingdom",0.84
"580958","21561","DINOSAUR LUNCH BOX WITH CUTLERY",1,"06-12-11 14:30",2.55,"17266","United Kingdom",2.55
"553476","21922","UNION STRIPE WITH FRINGE  HAMMOCK",12,"17-05-11 11:41",6.95,"14221","United Kingdom",83.4
"578790","22090","PAPER BUNTING RETROSPOT",1,"25-11-11 12:20",2.95,"14966","United Kingdom",2.95
"576059","22990","COTTON APRON PANTRY DESIGN",2,"13-11-11 15:19",4.95,"15411","United Kingdom",9.9
"567654","22626","BLACK KITCHEN SCALES",2,"21-09-11 14:38",8.5,"16627","United Kingdom",17.0
"548714","21399","BLUE POLKADOT COFFEE MUG",2,"03-04-11 15:07",0.39,"17337","United Kingdom",0.78
"540185","21985","PACK OF 12 HEARTS DESIGN TISSUES",24,"05-01-11 13:41",0.29,"14653","United Kingdom",6.96
"548664","22957","SET 3 PAPER VINTAGE CHICK PAPER EGG",6,"01-04-11 14:45",2.95,"14911","EIRE",17.7
"547539","22928","YELLOW GIANT GARDEN THERMOMETER",4,"23-03-11 15:19",5.95,"16943","United Kingdom",23.8
"559665","22666","RECIPE BOX PANTRY YELLOW DESIGN",1,"11-07-11 13:35",2.95,"12556","Spain",2.95
"550478","21430","SET/3 RED GINGHAM ROSE STORAGE BOX",4,"18-04-11 14:01",3.75,"15755","United Kingdom",15.0
"566869","23200","JUMBO BAG PEARS",10,"15-09-11 13:20",2.08,"13658","United Kingdom",20.8
"553661","72800E","4 IVORY DINNER CANDLES SILVER FLOCK",12,"18-05-11 11:59",2.1,"13572","United Kingdom",25.2
"547083","21068","VINTAGE BILLBOARD LOVE/HATE MUG",2,"20-03-11 15:21",1.25,"15452","United Kingdom",2.5
"570179","21790","VINTAGE SNAP CARDS",12,"07-10-11 14:27",0.85,"17509","United Kingdom",10.2
"563937","21137","BLACK RECORD COVER FRAME",4,"22-08-11 9:10",3.75,"18204","United Kingdom",15.0
"578016","35095B","RED VICTORIAN FABRIC OVAL BOX",12,"22-11-11 13:02",0.42,"14506","United Kingdom",5.04
"550520","20677","PINK POLKADOT BOWL",8,"19-04-11 9:43",1.25,"16170","United Kingdom",10.0
"570693","23128","FELTCRAFT BOY JEAN-PAUL KIT",3,"11-10-11 16:50",4.95,"16161","United Kingdom",14.85
"579461","21930","JUMBO STORAGE BAG SKULLS",10,"29-11-11 14:42",2.08,"15615","United Kingdom",20.8
"544097","20702","PINK PADDED MOBILE",6,"16-02-11 9:56",4.25,"12455","Cyprus",25.5
"546982","22181","SNOWSTORM PHOTO FRAME FRIDGE MAGNET",12,"18-03-11 12:26",0.85,"15483","United Kingdom",10.2
"548993","22090","PAPER BUNTING RETROSPOT",40,"05-04-11 13:56",2.55,"12753","Japan",102.0
"542994","22660","DOORMAT I LOVE LONDON",4,"02-02-11 12:03",7.95,"17230","United Kingdom",31.8
"541277","16235","RECYCLED PENCIL WITH RABBIT ERASER",30,"17-01-11 11:46",0.21,"12673","Germany",6.3
"566016","84991","60 TEATIME FAIRY CAKE CASES",24,"08-09-11 12:20",0.55,"15144","United Kingdom",13.2
"553833","23299","FOOD COVER WITH BEADS SET 2",3,"19-05-11 11:41",3.75,"17346","United Kingdom",11.25
"579196","22133","PINK LOVE HEART SHAPE CUP",1,"28-11-11 15:54",1.63,"14096","United Kingdom",1.63
"578818","22110","BIRD HOUSE HOT WATER BOTTLE",2,"25-11-11 13:47",2.55,"17920","United Kingdom",5.1
"553537","22971","QUEENS GUARD COFFEE MUG",6,"17-05-11 15:25",2.55,"14032","United Kingdom",15.3
"536420","22110","BIRD HOUSE HOT WATER BOTTLE",6,"01-12-10 12:03",2.55,"16583","United Kingdom",15.3
"542611","82578","KITCHEN METAL SIGN",25,"30-01-11 14:13",0.55,"15415","United Kingdom",13.75
"579401","21985","PACK OF 12 HEARTS DESIGN TISSUES",12,"29-11-11 12:12",0.39,"14550","United Kingdom",4.68
"566607","23170","REGENCY TEA PLATE ROSES",2,"13-09-11 16:40",1.65,"13032","United Kingdom",3.3
"550302","23052","RECYCLED ACAPULCO MAT TURQUOISE",2,"17-04-11 10:17",8.25,"14156","EIRE",16.5
"573923","23159","SET OF 5 PANCAKE DAY MAGNETS",3,"02-11-11 9:31",2.08,"17965","United Kingdom",6.24
"575757","85071A","BLUE CHARLIE+LOLA PERSONAL DOORSIGN",6,"11-11-11 10:49",0.39,"17295","United Kingdom",2.34
"581585","22178","VICTORIAN GLASS HANGING T-LIGHT",12,"09-12-11 12:31",1.95,"15804","United Kingdom",23.4
"561222","22818","CARD CHRISTMAS VILLAGE",12,"26-07-11 9:27",0.42,"13588","United Kingdom",5.04
"580054","21642","ASSORTED TUTTI FRUTTI PEN",10,"01-12-11 13:08",0.29,"18122","United Kingdom",2.9
"570250","23422","PANTRY HOOK BALLOON WHISK",12,"10-10-11 9:01",2.08,"14027","United Kingdom",24.96
"572755","23307","SET OF 60 PANTRY DESIGN CAKE CASES",3,"25-10-11 17:31",0.55,"13601","United Kingdom",1.65
"577609","22720","SET OF 3 CAKE TINS PANTRY DESIGN",3,"21-11-11 9:51",4.95,"12349","Italy",14.85
"543367","21928","JUMBO BAG SCANDINAVIAN PAISLEY",10,"07-02-11 14:33",1.95,"18225","United Kingdom",19.5
"560590","22624","IVORY KITCHEN SCALES",2,"19-07-11 15:55",8.5,"12560","Germany",17.0
"576906","85049E","SCANDINAVIAN REDS RIBBONS",24,"17-11-11 9:33",1.25,"18225","United Kingdom",30.0
"544097","85061W","WHITE JEWELLED HEART DECORATION",48,"16-02-11 9:56",0.85,"12455","Cyprus",40.8
"553671","22696","WICKER WREATH LARGE",3,"18-05-11 12:37",1.95,"13659","United Kingdom",5.85
"581252","22544","MINI JIGSAW SPACEBOY",24,"08-12-11 11:02",0.42,"14129","United Kingdom",10.08
"561385","21391","FRENCH LAVENDER SCENT HEART",12,"27-07-11 9:13",0.75,"15660","United Kingdom",9.0
"564166","22819","BIRTHDAY CARD, RETRO SPOT",12,"23-08-11 13:40",0.42,"15089","United Kingdom",5.04
"561378","23295","SET OF 12 MINI LOAF BAKING CASES",24,"26-07-11 16:55",0.83,"17861","United Kingdom",19.92
"550034","22556","PLASTERS IN TIN CIRCUS PARADE",12,"14-04-11 11:48",1.65,"16187","United Kingdom",19.8
"573401","22029","SPACEBOY BIRTHDAY CARD",12,"30-10-11 15:43",0.42,"12364","Belgium",5.04
"571441","84970L","SINGLE HEART ZINC T-LIGHT HOLDER",2,"17-10-11 13:31",2.08,"14096","United Kingdom",4.16
"563209","82483","WOOD 2 DRAWER CABINET WHITE FINISH",4,"14-08-11 12:23",6.95,"13527","United Kingdom",27.8
"554106","22333","RETROSPOT PARTY BAG + STICKER SET",8,"22-05-11 14:05",1.65,"12710","Germany",13.2
"564090","21212","PACK OF 72 RETROSPOT CAKE CASES",24,"23-08-11 9:53",0.55,"17041","United Kingdom",13.2
"550467","22383","LUNCH BAG SUKI DESIGN",2,"18-04-11 13:36",1.65,"18009","United Kingdom",3.3
"569222","21465","PINK FLOWER CROCHET FOOD COVER",2,"02-10-11 13:46",3.75,"15906","United Kingdom",7.5
"556917","23154","SET OF 4 JAM JAR MAGNETS",120,"15-06-11 13:37",1.85,"12415","Australia",222.0
"578852","23192","BUNDLE OF 3 ALPHABET EXERCISE BOOKS",1,"27-11-11 11:12",1.65,"17841","United Kingdom",1.65
"537400","22098","BOUDOIR SQUARE TISSUE BOX",2,"06-12-10 14:36",1.25,"17191","United Kingdom",2.5
"541575","21844","RED RETROSPOT MUG",1,"19-01-11 13:21",2.95,"15311","United Kingdom",2.95
"580615","22979","PANTRY WASHING UP BRUSH",24,"05-12-11 12:05",1.45,"16873","United Kingdom",34.8
"574892","23033","DRAWER KNOB CERAMIC RED",6,"07-11-11 14:40",1.45,"14700","United Kingdom",8.7
"575340","23315","IVORY REFECTORY CLOCK",4,"09-11-11 14:31",9.95,"15485","United Kingdom",39.8
"568166","84212","ASSORTED FLOWER COLOUR ""LEIS""""""",24,"25-09-11 12:45",0.65,"14800","United Kingdom",15.6
"581486","22489","PACK OF 12 TRADITIONAL CRAYONS",24,"09-12-11 9:38",0.42,"17001","United Kingdom",10.08
"574959","23174","REGENCY SUGAR BOWL GREEN",2,"08-11-11 10:09",4.15,"17886","United Kingdom",8.3
"544463","20694","FLORAL PINK MONSTER",1,"20-02-11 14:31",3.75,"12988","United Kingdom",3.75
"573336","22489","PACK OF 12 TRADITIONAL CRAYONS",2,"30-10-11 11:37",0.42,"17372","United Kingdom",0.84
"540701","85123A","WHITE HANGING HEART T-LIGHT HOLDER",32,"11-01-11 9:48",2.55,"15640","United Kingdom",81.6
"579473","23480","MINI LIGHTS WOODLAND MUSHROOMS",4,"29-11-11 15:17",3.75,"13198","United Kingdom",15.0
"566914","23395","BELLE JARDINIERE CUSHION COVER",2,"15-09-11 14:08",3.75,"15466","United Kingdom",7.5
"577723","22725","ALARM CLOCK BAKELIKE CHOCOLATE",2,"21-11-11 12:36",3.75,"16713","United Kingdom",7.5
"559930","21980","PACK OF 12 RED RETROSPOT TISSUES",24,"14-07-11 9:22",0.29,"17738","United Kingdom",6.96
"577167","22174","PHOTO CUBE",1,"18-11-11 10:41",1.65,"16511","United Kingdom",1.65
"557019","22110","BIRD HOUSE HOT WATER BOTTLE",1,"16-06-11 12:45",2.55,"15907","United Kingdom",2.55
"543193","21218","RED SPOTTY BISCUIT TIN",6,"04-02-11 12:18",3.75,"13725","United Kingdom",22.5
"563498","23342","MINT DINER WALL CLOCK",4,"16-08-11 16:17",8.5,"17719","United Kingdom",34.0
"549235","22557","PLASTERS IN TIN VINTAGE PAISLEY",3,"07-04-11 11:16",1.65,"15530","United Kingdom",4.95
"538170","82582","AREA PATROLLED METAL SIGN",12,"09-12-10 19:32",2.1,"13969","United Kingdom",25.2
"571280","21988","PACK OF 6 SKULL PAPER PLATES",5,"16-10-11 13:08",0.85,"18122","United Kingdom",4.25
"571105","22666","RECIPE BOX PANTRY YELLOW DESIGN",3,"13-10-11 16:01",2.95,"17614","United Kingdom",8.85
"553057","23202","JUMBO BAG VINTAGE LEAF",10,"13-05-11 10:41",2.08,"16161","United Kingdom",20.8
"536534","22834","HAND WARMER BABUSHKA DESIGN",12,"01-12-10 13:33",2.1,"15350","United Kingdom",25.2
"569637","84077","WORLD WAR 2 GLIDERS ASSTD DESIGNS",48,"05-10-11 12:14",0.29,"15757","United Kingdom",13.92
"539211","22588","CARD HOLDER GINGHAM HEART",3,"16-12-10 12:15",2.55,"16743","United Kingdom",7.65
"546105","22861","EASTER TIN CHICKS IN GARDEN",1,"09-03-11 12:21",1.65,"14662","United Kingdom",1.65
"565430","21917","SET 12 KIDS  WHITE CHALK STICKS",5,"04-09-11 13:07",0.42,"14335","Germany",2.1
"570168","21621","VINTAGE UNION JACK BUNTING",3,"07-10-11 14:05",8.5,"17596","United Kingdom",25.5
"575884","35970","ZINC FOLKART SLEIGH BELLS",12,"11-11-11 13:46",1.69,"12685","France",20.28
"567077","84997C","CHILDRENS CUTLERY POLKADOT BLUE",1,"16-09-11 12:34",4.15,"18122","United Kingdom",4.15
"556283","23301","GARDENERS KNEELING PAD KEEP CALM",24,"10-06-11 8:50",1.65,"15628","United Kingdom",39.6
"565437","22736","RIBBON REEL MAKING SNOWMEN",10,"04-09-11 13:48",1.65,"17050","United Kingdom",16.5
"570423","22328","ROUND SNACK BOXES SET OF 4 FRUITS",4,"10-10-11 13:38",2.95,"14451","United Kingdom",11.8
"552042","21262","WHITE GOOSE FEATHER CHRISTMAS TREE",12,"06-05-11 9:00",2.95,"13952","United Kingdom",35.4
"554089","23147","SINGLE ANTIQUE ROSE HOOK IVORY",6,"22-05-11 12:16",1.45,"13527","United Kingdom",8.7
"574314","23213","STAR WREATH DECORATION WITH BELL",12,"03-11-11 17:48",1.25,"13500","United Kingdom",15.0
"546437","21918","SET 12 KIDS COLOUR  CHALK STICKS",24,"14-03-11 9:46",0.42,"16807","United Kingdom",10.08
"574476","22909","SET OF 20 VINTAGE CHRISTMAS NAPKINS",1,"04-11-11 12:20",0.85,"17203","United Kingdom",0.85
"568066","23369","SET 36 COLOUR PENCILS LOVE LONDON",2,"23-09-11 13:48",1.25,"14529","United Kingdom",2.5
"543831","21929","JUMBO BAG PINK VINTAGE PAISLEY",100,"14-02-11 9:57",1.65,"15769","United Kingdom",165.0
"575211","23370","SET 36 COLOURING PENCILS DOILY",8,"09-11-11 10:39",1.25,"17377","United Kingdom",10.0
"567859","22991","GIRAFFE WOODEN RULER",12,"22-09-11 13:51",1.95,"12936","United Kingdom",23.4
"547623","22256","FELT FARM ANIMAL CHICKEN",12,"24-03-11 11:29",1.25,"15641","United Kingdom",15.0
"538370","22910","PAPER CHAIN KIT VINTAGE CHRISTMAS",8,"12-12-10 11:06",2.95,"16923","United Kingdom",23.6
"577053","22138","BAKING SET 9 PIECE RETROSPOT",3,"17-11-11 14:17",4.95,"13001","United Kingdom",14.85
"565398","22997","TRAVEL CARD WALLET UNION JACK",24,"02-09-11 16:50",0.42,"15856","United Kingdom",10.08
"546466","22516","CHILDS GARDEN RAKE BLUE",1,"14-03-11 11:04",2.1,"18118","United Kingdom",2.1
"573584","21535","RED RETROSPOT SMALL MILK JUG",12,"31-10-11 14:36",2.55,"16705","United Kingdom",30.6
"565990","20723","STRAWBERRY CHARLOTTE BAG",10,"08-09-11 11:44",0.85,"13577","United Kingdom",8.5
"550296","84077","WORLD WAR 2 GLIDERS ASSTD DESIGNS",48,"15-04-11 15:54",0.29,"13742","United Kingdom",13.92
"554709","23201","JUMBO BAG ALPHABET",200,"26-05-11 10:35",1.79,"15769","United Kingdom",358.0
"572294","23380","PACK OF 12 VINTAGE DOILY TISSUES",12,"23-10-11 13:10",0.39,"13471","United Kingdom",4.68
"555844","21993","FLORAL FOLK STATIONERY SET",2,"07-06-11 13:10",1.25,"14711","United Kingdom",2.5
"576137","22114","HOT WATER BOTTLE TEA AND SYMPATHY",24,"14-11-11 10:45",3.75,"15482","United Kingdom",90.0
"561247","84949","SILVER HANGING T-LIGHT HOLDER",6,"26-07-11 11:38",1.65,"16592","United Kingdom",9.9
"548006","22607","WOODEN ROUNDERS GARDEN SET",2,"29-03-11 10:50",9.95,"18226","United Kingdom",19.9
"553505","82486","WOOD S/3 CABINET ANT WHITE FINISH",2,"17-05-11 13:27",8.95,"12949","United Kingdom",17.9
"538801","21109","LARGE CAKE TOWEL CHOCOLATE SPOTS",24,"14-12-10 11:51",1.95,"16083","United Kingdom",46.8
"573032","22043","CHRISTMAS CARD SCREEN PRINT",12,"27-10-11 13:36",0.19,"18211","United Kingdom",2.28
"564172","48138","DOORMAT UNION FLAG",2,"23-08-11 14:19",7.95,"16033","United Kingdom",15.9
"557116","84968E","SET OF 16 VINTAGE BLACK CUTLERY",1,"16-06-11 16:57",12.75,"15219","United Kingdom",12.75
"557274","23201","JUMBO BAG ALPHABET",10,"19-06-11 11:44",2.08,"14004","United Kingdom",20.8
"568104","22089","PAPER BUNTING VINTAGE PAISLEY",1,"23-09-11 15:50",2.95,"16485","United Kingdom",2.95
"571183","84707A","SILVER JEWELLED MIRROR TRINKET TRAY",1,"14-10-11 11:08",9.95,"14796","United Kingdom",9.95
"552951","85141","JARDIN ETCHED GLASS FRUITBOWL",3,"12-05-11 12:05",3.95,"14988","United Kingdom",11.85
"570254","22428","ENAMEL FIRE BUCKET CREAM",6,"10-10-11 9:41",6.95,"16179","United Kingdom",41.7
"557283","20727","LUNCH BAG  BLACK SKULL.",2,"19-06-11 12:26",1.65,"16813","United Kingdom",3.3
"544597","22550","HOLIDAY FUN LUDO",1,"21-02-11 17:42",3.75,"16014","United Kingdom",3.75
"568048","22699","ROSES REGENCY TEACUP AND SAUCER",6,"23-09-11 12:36",2.95,"14911","EIRE",17.7
"540353","21703","BAG 125g SWIRLY MARBLES",5,"06-01-11 14:53",0.42,"13764","United Kingdom",2.1
"577741","23188","VINTAGE  2 METRE FOLDING RULER",12,"21-11-11 13:40",1.65,"12921","United Kingdom",19.8
"569521","23162","REGENCY TEA STRAINER",1,"04-10-11 14:33",3.75,"16474","United Kingdom",3.75
"566489","21670","BLUE SPOT CERAMIC DRAWER KNOB",18,"13-09-11 10:17",1.45,"16814","United Kingdom",26.1
"565579","21212","PACK OF 72 RETROSPOT CAKE CASES",1,"05-09-11 12:35",0.55,"18283","United Kingdom",0.55
"574442","23480","MINI LIGHTS WOODLAND MUSHROOMS",12,"04-11-11 11:40",3.75,"12704","Finland",45.0
"561693","22620","4 TRADITIONAL SPINNING TOPS",12,"29-07-11 9:48",1.45,"15120","United Kingdom",17.4
"544569","22907","PACK OF 20 NAPKINS PANTRY DESIGN",4,"21-02-11 12:58",0.85,"16980","United Kingdom",3.4
"537126","21479","WHITE SKULL HOT WATER BOTTLE",1,"05-12-10 12:13",3.75,"18118","United Kingdom",3.75
"557734","22553","PLASTERS IN TIN SKULLS",12,"22-06-11 11:20",1.65,"12684","France",19.8
"561679","21891","TRADITIONAL WOODEN SKIPPING ROPE",12,"28-07-11 18:56",1.45,"15245","United Kingdom",17.4
"539019","22508","DOORSTOP RETROSPOT HEART",2,"15-12-10 14:12",3.75,"17551","United Kingdom",7.5
"557328","22907","PACK OF 20 NAPKINS PANTRY DESIGN",1,"20-06-11 9:53",0.85,"14646","Netherlands",0.85
"578488","23197","SKETCHBOOK MAGNETIC SHOPPING LIST",2,"24-11-11 12:53",1.45,"12784","Portugal",2.9
"538374","22837","HOT WATER BOTTLE BABUSHKA",1,"12-12-10 11:17",4.65,"14159","United Kingdom",4.65
"575854","22727","ALARM CLOCK BAKELIKE RED",4,"11-11-11 12:20",3.75,"14125","United Kingdom",15.0
"562607","23170","REGENCY TEA PLATE ROSES",12,"08-08-11 11:45",1.65,"12885","United Kingdom",19.8
"567290","22210","WOOD STAMP SET BEST WISHES",96,"19-09-11 11:54",0.83,"14646","Netherlands",79.68
"539314","84792","ENCHANTED BIRD COATHANGER 5 HOOK",4,"16-12-10 18:20",4.65,"13874","United Kingdom",18.6
"573898","22865","HAND WARMER OWL DESIGN",1,"01-11-11 14:35",2.1,"14562","United Kingdom",2.1
"579152","POST","POSTAGE",3,"28-11-11 13:26",18.0,"12479","Germany",54.0
"541428","22469","HEART OF WICKER SMALL",12,"18-01-11 8:53",1.65,"14242","United Kingdom",19.8
"569670","20724","RED RETROSPOT CHARLOTTE BAG",1,"05-10-11 13:47",0.85,"14730","United Kingdom",0.85
"561102","23256","CHILDRENS CUTLERY SPACEBOY",12,"25-07-11 11:17",4.15,"12412","Denmark",49.8
"537781","21694","SMALL REGAL  SILVER CANDLEPOT",6,"08-12-10 12:46",2.95,"17341","United Kingdom",17.7
"548860","21901","KEY FOB , BACK DOOR",2,"04-04-11 13:38",0.65,"13263","United Kingdom",1.3
"566290","47566","PARTY BUNTING",1,"11-09-11 15:24",4.95,"14456","United Kingdom",4.95
"570650","21876","POTTERING MUG",1,"11-10-11 13:13",1.65,"13263","United Kingdom",1.65
"546755","22691","DOORMAT WELCOME SUNRISE",2,"16-03-11 13:29",7.95,"12502","Spain",15.9
"564471","21156","RETROSPOT CHILDRENS APRON",8,"25-08-11 12:26",1.95,"12583","France",15.6
"567653","22398","MAGNETS PACK OF 4 SWALLOWS",12,"21-09-11 14:35",0.39,"12550","Spain",4.68
"556685","21982","PACK OF 12 SUKI TISSUES",24,"14-06-11 10:00",0.29,"14503","United Kingdom",6.96
"556129","23190","BUNDLE OF 3 SCHOOL EXERCISE BOOKS",48,"09-06-11 10:46",1.45,"14060","United Kingdom",69.6
"558552","22386","JUMBO BAG PINK POLKADOT",100,"30-06-11 12:42",1.75,"13694","United Kingdom",175.0
"544449","22670","FRENCH WC SIGN BLUE METAL",2,"20-02-11 12:14",1.25,"16115","United Kingdom",2.5
"547565","22273","FELTCRAFT DOLL MOLLY",6,"24-03-11 9:21",2.95,"13035","United Kingdom",17.7
"561804","22115","METAL SIGN EMPIRE TEA",12,"29-07-11 14:40",0.79,"14191","United Kingdom",9.48
"570791","20668","DISCO BALL CHRISTMAS DECORATION",24,"12-10-11 11:58",0.12,"17346","United Kingdom",2.88
"545854","21389","IVORY HANGING DECORATION  BIRD",12,"07-03-11 13:51",0.85,"14817","United Kingdom",10.2
"574067","22580","ADVENT CALENDAR GINGHAM SACK",42,"02-11-11 14:50",4.95,"14088","United Kingdom",207.9
"550662","20712","JUMBO BAG WOODLAND ANIMALS",10,"20-04-11 9:29",2.08,"15078","United Kingdom",20.8
"545188","22630","DOLLY GIRL LUNCH BOX",2,"28-02-11 15:19",1.95,"14056","United Kingdom",3.9
"567457","22460","EMBOSSED GLASS TEALIGHT HOLDER",48,"20-09-11 12:18",1.25,"14164","United Kingdom",60.0
"577850","21986","PACK OF 12 PINK POLKADOT TISSUES",24,"22-11-11 11:04",0.39,"14911","EIRE",9.36
"570672","22320","BIRDS MOBILE VINTAGE DESIGN",3,"11-10-11 14:52",5.95,"12536","France",17.85
"538106","20981","12 PENCILS TALL TUBE WOODLAND",1,"09-12-10 15:20",0.85,"17950","United Kingdom",0.85
"554038","22690","DOORMAT HOME SWEET HOME BLUE",2,"20-05-11 14:23",7.95,"12775","Netherlands",15.9
"578305","23494","VINTAGE DOILY DELUXE SEWING KIT",21,"23-11-11 15:44",4.95,"14088","United Kingdom",103.95
"569695","22187","GREEN CHRISTMAS TREE CARD HOLDER",60,"05-10-11 15:35",1.95,"16843","United Kingdom",117.0
"564375","22717","CARD DOG AND BALL",12,"25-08-11 10:16",0.42,"13078","United Kingdom",5.04
"549713","22980","PANTRY SCRUBBING BRUSH",6,"11-04-11 14:11",1.65,"17611","United Kingdom",9.9
"552571","21172","PARTY METAL SIGN",24,"10-05-11 12:08",1.45,"14688","United Kingdom",34.8
"570337","23523","TREASURE AHOY WALL ART",6,"10-10-11 12:23",3.75,"16688","United Kingdom",22.5
"547226","72807B","SET/3 OCEAN SCENT CANDLE JEWEL BOX",4,"21-03-11 15:33",4.25,"14167","United Kingdom",17.0
"553158","21181","PLEASE ONE PERSON METAL SIGN",6,"13-05-11 15:24",2.1,"14194","United Kingdom",12.6
"560359","23294","SET OF 6 SNACK LOAF BAKING CASES",2,"18-07-11 11:47",0.83,"14159","United Kingdom",1.66
"548984","22554","PLASTERS IN TIN WOODLAND ANIMALS",3,"05-04-11 12:37",1.65,"14546","United Kingdom",4.95
"567937","21621","VINTAGE UNION JACK BUNTING",24,"22-09-11 18:10",8.5,"14147","United Kingdom",204.0
"579196","DOT","DOTCOM POSTAGE",1,"28-11-11 15:54",1526.76,"14096","United Kingdom",1526.76
"578944","22380","TOY TIDY SPACEBOY",1,"27-11-11 13:41",2.1,"16005","United Kingdom",2.1
"566571","23295","SET OF 12 MINI LOAF BAKING CASES",8,"13-09-11 12:49",0.83,"17037","United Kingdom",6.64
"569670","23301","GARDENERS KNEELING PAD KEEP CALM",1,"05-10-11 13:47",1.65,"14730","United Kingdom",1.65
"563248","21078","SET/20 STRAWBERRY PAPER NAPKINS",2,"15-08-11 11:30",0.85,"14702","United Kingdom",1.7
"576844","22625","RED KITCHEN SCALES",2,"16-11-11 15:33",8.5,"16713","United Kingdom",17.0
"567656","22139","RETROSPOT TEA SET CERAMIC 11 PC",9,"21-09-11 14:40",10.79,"14096","United Kingdom",97.11
"536371","22086","PAPER CHAIN KIT 50'S CHRISTMAS",80,"01-12-10 9:00",2.55,"13748","United Kingdom",204.0
"566968","23332","IVORY WICKER HEART LARGE",12,"15-09-11 18:49",1.65,"16350","United Kingdom",19.8
"572284","23377","PACK OF 12 DOLLY GIRL TISSUES",12,"23-10-11 12:08",0.39,"16744","United Kingdom",4.68
"567631","23170","REGENCY TEA PLATE ROSES",12,"21-09-11 13:33",1.65,"13350","United Kingdom",19.8
"548714","21272","SALLE DE BAIN HOOK",1,"03-04-11 15:07",1.25,"17337","United Kingdom",1.25
"577000","22086","PAPER CHAIN KIT 50'S CHRISTMAS",40,"17-11-11 12:00",2.55,"17716","United Kingdom",102.0
"561905","21755","LOVE BUILDING BLOCK WORD",3,"01-08-11 9:31",5.95,"14947","United Kingdom",17.85
"544292","85150","LADIES & GENTLEMEN METAL SIGN",2,"17-02-11 12:33",2.55,"16745","United Kingdom",5.1
"570632","23209","LUNCH BAG VINTAGE DOILY",10,"11-10-11 12:27",1.65,"17412","United Kingdom",16.5
"563350","23302","KNEELING MAT HOUSEWORK  DESIGN",4,"15-08-11 14:10",1.65,"14498","United Kingdom",6.6
"576339","22024","RAINY LADIES BIRTHDAY CARD",7,"14-11-11 15:27",0.83,"14096","United Kingdom",5.81
"541571","22857","ASSORTED EASTER GIFT TAGS",6,"19-01-11 12:38",0.85,"12841","United Kingdom",5.1
"553383","21892","TRADITIONAL WOODEN CATCH CUP GAME",12,"16-05-11 15:48",1.25,"18230","United Kingdom",15.0
"551599","47566B","TEA TIME PARTY BUNTING",4,"03-05-11 11:34",4.95,"15696","United Kingdom",19.8
"551985","22329","ROUND CONTAINER SET OF 5 RETROSPOT",12,"05-05-11 14:38",1.65,"12395","Belgium",19.8
"561969","22437","SET OF 9 BLACK SKULL BALLOONS",2,"01-08-11 13:31",0.85,"17757","United Kingdom",1.7
"557274","22088","PAPER BUNTING COLOURED LACE",6,"19-06-11 11:44",2.95,"14004","United Kingdom",17.7
"567456","22384","LUNCH BAG PINK POLKADOT",50,"20-09-11 12:16",1.45,"16029","United Kingdom",72.5
"573891","23206","LUNCH BAG APPLE DESIGN",10,"01-11-11 13:56",1.65,"12682","France",16.5
"569834","21823","PAINTED METAL HEART WITH HOLLY BELL",24,"06-10-11 13:00",0.39,"14383","United Kingdom",9.36
"548745","23155","KNICKERBOCKERGLORY MAGNET ASSORTED",12,"04-04-11 12:10",0.83,"12471","Germany",9.96
"578836","23200","JUMBO BAG PEARS",3,"25-11-11 15:47",2.08,"13069","United Kingdom",6.24
"581478","84997C","CHILDRENS CUTLERY POLKADOT BLUE",4,"09-12-11 8:59",4.15,"17364","United Kingdom",16.6
"560723","22539","MINI JIGSAW DOLLY GIRL",1,"20-07-11 13:53",0.42,"16464","United Kingdom",0.42
"566275","22212","FOUR HOOK  WHITE LOVEBIRDS",2,"11-09-11 13:58",2.1,"16549","United Kingdom",4.2
"571243","22423","REGENCY CAKESTAND 3 TIER",1,"14-10-11 15:26",12.75,"14595","United Kingdom",12.75
"555979","22171","3 HOOK PHOTO SHELF ANTIQUE WHITE",12,"08-06-11 11:18",7.65,"15039","United Kingdom",91.8
"549589","22087","PAPER BUNTING WHITE LACE",6,"11-04-11 10:04",2.95,"16552","United Kingdom",17.7
"574836","47566","PARTY BUNTING",4,"07-11-11 11:32",4.95,"17623","United Kingdom",19.8
"571372","23091","ZINC HERB GARDEN CONTAINER",4,"17-10-11 11:55",6.25,"17201","United Kingdom",25.0
"564735","22412","METAL SIGN NEIGHBOURHOOD WITCH",12,"28-08-11 13:35",2.1,"15856","United Kingdom",25.2
"555602","23203","JUMBO BAG DOILEY PATTERNS",10,"06-06-11 11:26",2.08,"16235","United Kingdom",20.8
"549976","22355","CHARLOTTE BAG SUKI DESIGN",10,"13-04-11 14:39",0.85,"15855","United Kingdom",8.5
"538313","22752","SET 7 BABUSHKA NESTING BOXES",96,"10-12-10 13:50",7.65,"15514","United Kingdom",734.4
"559918","22961","JAM MAKING SET PRINTED",12,"13-07-11 15:29",1.45,"18225","United Kingdom",17.4
"574893","21935","SUKI  SHOULDER BAG",2,"07-11-11 14:40",1.65,"18036","United Kingdom",3.3
