Rank,CustomerID,Country,Revenue,Orders,AOV
1859,14719,United Kingdom,27.4,3,9.13
1860,14005,United Kingdom,27.36,2,13.68
1861,16598,United Kingdom,27.299999999999997,1,27.3
1862,13778,United Kingdom,27.25,1,27.25
1863,16066,United Kingdom,27.25,1,27.25
1864,16859,United Kingdom,27.2,1,27.2
1865,14177,United Kingdom,27.15,2,13.58
1866,16929,United Kingdom,27.119999999999997,2,13.56
1867,17348,United Kingdom,27.09,3,9.03
1868,14515,United Kingdom,27.09,2,13.54
1869,17265,United Kingdom,27.089999999999996,2,13.54
1870,17201,United Kingdom,27.08,1,27.08
1871,15227,United Kingdom,27.08,2,13.54
1872,15139,United Kingdom,27.06,2,13.53
1873,16086,United Kingdom,27.04,1,27.04
1874,14867,United Kingdom,27.04,1,27.04
1875,16427,United Kingdom,27.04,1,27.04
1876,14504,United Kingdom,27.03,3,9.01
1877,12386,Australia,27.0,1,27.0
1878,16809,United Kingdom,26.98,4,6.74
1879,17119,United Kingdom,26.96,1,26.96
1880,14623,United Kingdom,26.87,3,8.96
1881,14100,United Kingdom,26.75,1,26.75
1882,16261,United Kingdom,26.7,4,6.68
1883,14817,United Kingdom,26.7,2,13.35
1884,13354,United Kingdom,26.7,1,26.7
1885,12398,Switzerland,26.68,1,26.68
1886,13573,United Kingdom,26.65,2,13.32
1887,16026,United Kingdom,26.6,1,26.6
1888,15996,United Kingdom,26.549999999999997,4,6.64
1889,14461,United Kingdom,26.45,1,26.45
1890,14577,United Kingdom,26.44,3,8.81
1891,16954,United Kingdom,26.4,1,26.4
1892,16715,United Kingdom,26.38,1,26.38
1893,15081,United Kingdom,26.2,2,13.1
1894,13564,United Kingdom,26.2,2,13.1
1895,14629,United Kingdom,26.14,2,13.07
1896,13592,United Kingdom,26.119999999999997,2,13.06
1897,17154,United Kingdom,25.92,1,25.92
1898,15852,United Kingdom,25.92,1,25.92
1899,16034,United Kingdom,25.799999999999997,2,12.9
1900,14837,United Kingdom,25.799999999999997,2,12.9
1901,15584,United Kingdom,25.79,3,8.6
1902,16758,United Kingdom,25.75,1,25.75
1903,13790,United Kingdom,25.68,1,25.68
1904,16634,United Kingdom,25.5,1,25.5
1905,15035,United Kingdom,25.5,1,25.5
1906,15712,United Kingdom,25.5,2,12.75
1907,13819,United Kingdom,25.5,1,25.5
1908,12429,Austria,25.5,1,25.5
1909,17359,United Kingdom,25.5,1,25.5
1910,12725,Italy,25.5,1,25.5
1911,12987,United Kingdom,25.5,1,25.5
1912,13893,United Kingdom,25.5,1,25.5
1913,18268,United Kingdom,25.5,1,25.5
1914,12592,Germany,25.5,1,25.5
1915,18014,United Kingdom,25.419999999999998,1,25.42
1916,13192,United Kingdom,25.380000000000003,1,25.38
1917,15743,United Kingdom,25.35,2,12.68
1918,15456,United Kingdom,25.32,2,12.66
1919,16806,United Kingdom,25.32,2,12.66
1920,16775,United Kingdom,25.25,3,8.42
1921,16988,United Kingdom,25.25,1,25.25
1922,12922,United Kingdom,25.2,1,25.2
1923,12442,Spain,25.2,1,25.2
1924,17047,United Kingdom,25.2,1,25.2
1925,13327,United Kingdom,25.2,1,25.2
1926,13572,United Kingdom,25.2,1,25.2
1927,16105,United Kingdom,25.2,1,25.2
1928,12854,United Kingdom,25.2,3,8.4
1929,13295,United Kingdom,25.2,1,25.2
1930,17004,United Kingdom,25.2,1,25.2
1931,17018,United Kingdom,25.2,1,25.2
1932,14804,United Kingdom,25.2,1,25.2
1933,15350,United Kingdom,25.2,1,25.2
1934,17489,United Kingdom,25.2,1,25.2
1935,16621,United Kingdom,25.2,2,12.6
1936,12985,United Kingdom,25.049999999999997,1,25.05
1937,16826,United Kingdom,25.049999999999997,1,25.05
1938,16456,United Kingdom,25.03,3,8.34
1939,16761,United Kingdom,25.0,1,25.0
1940,14317,United Kingdom,25.0,1,25.0
1941,14859,United Kingdom,24.96,1,24.96
1942,16232,United Kingdom,24.96,1,24.96
1943,17206,United Kingdom,24.96,1,24.96
1944,14027,United Kingdom,24.96,1,24.96
1945,14251,United Kingdom,24.96,1,24.96
1946,12450,Spain,24.96,1,24.96
1947,14373,United Kingdom,24.95,1,24.95
1948,16009,United Kingdom,24.9,1,24.9
1949,17704,United Kingdom,24.9,1,24.9
1950,12735,France,24.9,1,24.9
1951,16520,United Kingdom,24.86,3,8.29
1952,14157,United Kingdom,24.84,1,24.84
1953,16900,United Kingdom,24.84,1,24.84
1954,12784,Portugal,24.8,1,24.8
1955,15898,United Kingdom,24.75,1,24.75
1956,16851,United Kingdom,24.75,1,24.75
1957,17985,United Kingdom,24.75,1,24.75
1958,17695,United Kingdom,24.72,2,12.36
1959,13667,United Kingdom,24.58,1,24.58
1960,15472,United Kingdom,24.5,1,24.5
1961,15322,United Kingdom,24.5,1,24.5
1962,16480,United Kingdom,24.48,1,24.48
1963,15932,United Kingdom,24.36,1,24.36
1964,17631,United Kingdom,24.36,2,12.18
1965,17454,United Kingdom,24.2,2,12.1
1966,15756,United Kingdom,24.16,4,6.04
1967,16795,United Kingdom,24.049999999999997,1,24.05
1968,16445,United Kingdom,24.0,1,24.0
1969,13138,United Kingdom,24.0,1,24.0
1970,13294,United Kingdom,24.0,1,24.0
1971,18196,United Kingdom,23.990000000000002,2,12.0
1972,16776,United Kingdom,23.98,1,23.98
1973,13831,United Kingdom,23.95,1,23.95
1974,16956,United Kingdom,23.9,1,23.9
1975,13064,United Kingdom,23.8,1,23.8
1976,16449,United Kingdom,23.799999999999997,1,23.8
1977,12890,United Kingdom,23.79,1,23.79
1978,15018,United Kingdom,23.72,2,11.86
1979,16063,United Kingdom,23.68,1,23.68
1980,17082,United Kingdom,23.6,1,23.6
1981,16108,United Kingdom,23.6,1,23.6
1982,14414,United Kingdom,23.52,1,23.52
1983,13028,United Kingdom,23.5,1,23.5
1984,12463,Belgium,23.5,2,11.75
1985,17295,United Kingdom,23.490000000000002,3,7.83
1986,16567,United Kingdom,23.4,1,23.4
1987,12658,Germany,23.4,1,23.4
1988,16172,United Kingdom,23.4,1,23.4
1989,16641,United Kingdom,23.4,1,23.4
1990,13473,United Kingdom,23.4,1,23.4
1991,16379,United Kingdom,23.4,1,23.4
1992,13300,United Kingdom,23.4,1,23.4
1993,15148,United Kingdom,23.4,1,23.4
1994,13803,United Kingdom,23.4,1,23.4
1995,13772,United Kingdom,23.37,2,11.68
1996,14179,United Kingdom,23.35,2,11.68
1997,16805,United Kingdom,23.3,2,11.65
1998,12645,Germany,23.28,1,23.28
1999,16185,United Kingdom,23.15,1,23.15
2000,17770,United Kingdom,23.1,2,11.55
2001,13930,United Kingdom,23.0,1,23.0
2002,12614,Germany,22.95,1,22.95
2003,14561,United Kingdom,22.8,1,22.8
2004,13504,United Kingdom,22.74,1,22.74
2005,14044,United Kingdom,22.71,4,5.68
2006,17516,United Kingdom,22.7,2,11.35
2007,16469,United Kingdom,22.53,3,7.51
2008,17097,Spain,22.53,4,5.63
2009,16674,United Kingdom,22.53,2,11.26
2010,14793,United Kingdom,22.5,1,22.5
2011,18062,United Kingdom,22.5,1,22.5
2012,18135,United Kingdom,22.5,1,22.5
2013,15246,United Kingdom,22.5,2,11.25
2014,18121,United Kingdom,22.5,1,22.5
2015,14948,United Kingdom,22.5,1,22.5
2016,13951,United Kingdom,22.5,1,22.5
2017,17229,United Kingdom,22.45,1,22.45
2018,13291,United Kingdom,22.4,1,22.4
2019,14247,United Kingdom,22.369999999999997,1,22.37
2020,16728,United Kingdom,22.32,4,5.58
2021,15483,United Kingdom,22.07,3,7.36
2022,17777,United Kingdom,22.04,2,11.02
2023,18036,United Kingdom,22.03,3,7.34
2024,13243,United Kingdom,22.01,1,22.01
2025,17105,United Kingdom,22.01,2,11.0
2026,14893,United Kingdom,21.96,1,21.96
2027,17370,United Kingdom,21.96,2,10.98
2028,15507,United Kingdom,21.95,1,21.95
2029,17742,United Kingdom,21.95,1,21.95
2030,17884,United Kingdom,21.84,3,7.28
2031,16916,United Kingdom,21.75,2,10.88
2032,17936,United Kingdom,21.65,1,21.65
2033,16803,United Kingdom,21.64,1,21.64
2034,13937,United Kingdom,21.6,1,21.6
2035,13991,United Kingdom,21.580000000000002,2,10.79
2036,13983,United Kingdom,21.58,3,7.19
2037,14532,United Kingdom,21.57,2,10.78
2038,13569,United Kingdom,21.53,1,21.53
2039,16730,United Kingdom,21.45,2,10.72
2040,17085,United Kingdom,21.41,4,5.35
2041,15053,United Kingdom,21.33,2,10.66
2042,14396,United Kingdom,21.27,2,10.64
2043,14277,France,21.240000000000002,2,10.62
2044,13118,United Kingdom,21.150000000000002,2,10.58
2045,15801,United Kingdom,21.06,1,21.06
2046,12561,Germany,21.0,1,21.0
2047,14048,United Kingdom,20.95,1,20.95
2048,14651,United Kingdom,20.95,2,10.48
2049,17320,United Kingdom,20.9,2,10.45
2050,15187,United Kingdom,20.8,1,20.8
2051,13242,United Kingdom,20.8,1,20.8
2052,13808,United Kingdom,20.8,1,20.8
2053,14489,United Kingdom,20.8,1,20.8
2054,16748,United Kingdom,20.8,1,20.8
2055,15675,United Kingdom,20.8,1,20.8
2056,12787,Netherlands,20.8,1,20.8
2057,16201,United Kingdom,20.8,1,20.8
2058,17022,United Kingdom,20.8,1,20.8
2059,13355,United Kingdom,20.8,1,20.8
2060,14847,United Kingdom,20.8,1,20.8
2061,16036,United Kingdom,20.8,1,20.8
2062,17031,United Kingdom,20.8,1,20.8
2063,16848,United Kingdom,20.8,1,20.8
2064,17739,United Kingdom,20.8,1,20.8
2065,16770,United Kingdom,20.73,2,10.36
2066,17397,United Kingdom,20.7,2,10.35
2067,14756,United Kingdom,20.64,1,20.64
2068,15175,United Kingdom,20.6,1,20.6
2069,17078,United Kingdom,20.52,1,20.52
2070,12924,United Kingdom,20.5,2,10.25
2071,16139,United Kingdom,20.4,1,20.4
2072,13321,United Kingdom,20.4,1,20.4
2073,12709,Germany,20.4,1,20.4
2074,15385,United Kingdom,20.4,1,20.4
2075,15097,United Kingdom,20.4,1,20.4
2076,15773,United Kingdom,20.28,1,20.28
2077,15599,United Kingdom,20.28,1,20.28
2078,12762,Portugal,20.28,1,20.28
2079,17146,United Kingdom,20.28,1,20.28
2080,18239,United Kingdom,20.28,2,10.14
2081,15452,United Kingdom,20.2,2,10.1
2082,17883,United Kingdom,20.2,3,6.73
2083,15855,United Kingdom,20.18,3,6.73
2084,13165,United Kingdom,20.16,1,20.16
2085,16109,United Kingdom,20.16,1,20.16
2086,18218,United Kingdom,20.16,1,20.16
2087,14725,United Kingdom,20.15,1,20.15
2088,17564,United Kingdom,20.1,2,10.05
2089,16792,United Kingdom,20.1,1,20.1
2090,13509,United Kingdom,20.0,1,20.0
2091,15574,United Kingdom,20.0,1,20.0
2092,15208,United Kingdom,20.0,1,20.0
2093,17062,United Kingdom,20.0,1,20.0
2094,16756,United Kingdom,19.92,1,19.92
2095,16780,United Kingdom,19.92,2,9.96
2096,17138,United Kingdom,19.9,1,19.9
2097,13272,United Kingdom,19.9,1,19.9
2098,13238,United Kingdom,19.9,1,19.9
2099,17420,United Kingdom,19.9,1,19.9
2100,17946,United Kingdom,19.9,1,19.9
2101,16509,United Kingdom,19.9,1,19.9
2102,17736,United Kingdom,19.9,1,19.9
2103,12772,Portugal,19.9,1,19.9
2104,13519,United Kingdom,19.9,1,19.9
2105,16200,United Kingdom,19.85,2,9.93
2106,12588,Finland,19.8,1,19.8
2107,12566,Germany,19.8,1,19.8
2108,12616,France,19.8,1,19.8
2109,15623,United Kingdom,19.8,1,19.8
2110,18188,United Kingdom,19.8,1,19.8
2111,17623,United Kingdom,19.8,1,19.8
2112,14019,United Kingdom,19.8,1,19.8
2113,15424,United Kingdom,19.8,1,19.8
2114,14280,United Kingdom,19.8,1,19.8
2115,17829,United Arab Emirates,19.8,1,19.8
2116,17466,United Kingdom,19.8,1,19.8
2117,12475,Germany,19.8,1,19.8
2118,18099,United Kingdom,19.8,1,19.8
2119,18078,United Kingdom,19.8,1,19.8
2120,12906,United Kingdom,19.8,1,19.8
2121,16135,United Kingdom,19.8,1,19.8
2122,16134,United Kingdom,19.8,1,19.8
2123,13549,United Kingdom,19.8,1,19.8
2124,13131,United Kingdom,19.8,1,19.8
2125,14708,United Kingdom,19.8,1,19.8
2126,14140,United Kingdom,19.8,1,19.8
2127,15038,United Kingdom,19.8,2,9.9
2128,12693,Germany,19.8,1,19.8
2129,15270,United Kingdom,19.8,1,19.8
2130,12740,France,19.8,1,19.8
2131,15069,United Kingdom,19.8,1,19.8
2132,15768,United Kingdom,19.8,1,19.8
2133,16239,United Kingdom,19.8,1,19.8
2134,14475,United Kingdom,19.8,1,19.8
2135,17697,United Kingdom,19.8,1,19.8
2136,14220,United Kingdom,19.8,1,19.8
2137,14539,United Kingdom,19.8,1,19.8
2138,18074,United Kingdom,19.8,1,19.8
2139,15951,United Kingdom,19.8,1,19.8
2140,17325,United Kingdom,19.8,1,19.8
2141,13343,United Kingdom,19.8,1,19.8
2142,17711,United Kingdom,19.8,1,19.8
2143,17245,United Kingdom,19.8,1,19.8
2144,14002,United Kingdom,19.71,2,9.86
2145,13606,United Kingdom,19.68,2,9.84
2146,15314,United Kingdom,19.68,1,19.68
2147,17360,United Kingdom,19.65,3,6.55
2148,16644,United Kingdom,19.5,1,19.5
2149,14009,United Kingdom,19.5,1,19.5
2150,13177,United Kingdom,19.5,1,19.5
2151,16216,United Kingdom,19.5,1,19.5
2152,12990,United Kingdom,19.5,1,19.5
2153,13899,United Kingdom,19.5,1,19.5
2154,13040,United Kingdom,19.5,1,19.5
2155,17732,United Kingdom,19.5,1,19.5
2156,18126,United Kingdom,19.490000000000002,1,19.49
2157,13203,United Kingdom,19.44,1,19.44
2158,16744,United Kingdom,19.43,3,6.48
2159,15907,United Kingdom,19.4,3,6.47
2160,16892,United Kingdom,19.4,3,6.47
2161,13680,United Kingdom,19.3,2,9.65
2162,12638,Sweden,18.96,1,18.96
2163,15787,United Kingdom,18.95,3,6.32
2164,16517,United Kingdom,18.95,1,18.95
2165,15318,United Kingdom,18.84,1,18.84
2166,13224,United Kingdom,18.75,2,9.38
2167,14465,United Kingdom,18.75,2,9.38
2168,15467,United Kingdom,18.75,1,18.75
2169,17578,United Kingdom,18.72,1,18.72
2170,15036,United Kingdom,18.7,2,9.35
2171,15983,United Kingdom,18.7,3,6.23
2172,15180,United Kingdom,18.6,1,18.6
2173,14382,United Kingdom,18.58,1,18.58
2174,17226,United Kingdom,18.55,1,18.55
2175,13623,United Kingdom,18.490000000000002,3,6.16
2176,17999,United Kingdom,18.42,2,9.21
2177,14466,United Kingdom,18.4,2,9.2
2178,17806,United Kingdom,18.33,1,18.33
2179,17392,United Kingdom,18.2,1,18.2
2180,14404,United Kingdom,18.15,2,9.07
2181,17614,United Kingdom,18.08,1,18.08
2182,13546,United Kingdom,18.060000000000002,1,18.06
2183,14593,United Kingdom,18.04,3,6.01
2184,12514,Italy,18.0,1,18.0
2185,12601,Germany,18.0,1,18.0
2186,18043,United Kingdom,18.0,2,9.0
2187,17460,United Kingdom,17.88,1,17.88
2188,14947,United Kingdom,17.85,1,17.85
2189,17063,United Kingdom,17.85,1,17.85
2190,16127,United Kingdom,17.85,1,17.85
2191,14840,United Kingdom,17.85,1,17.85
2192,13512,United Kingdom,17.85,1,17.85
2193,16368,United Kingdom,17.85,2,8.93
2194,16485,United Kingdom,17.8,1,17.8
2195,12391,Cyprus,17.779999999999998,1,17.78
2196,13596,United Kingdom,17.75,1,17.75
2197,12581,Germany,17.7,1,17.7
2198,16114,United Kingdom,17.7,1,17.7
2199,14198,United Kingdom,17.7,1,17.7
2200,15602,United Kingdom,17.7,1,17.7
2201,14342,United Kingdom,17.7,1,17.7
2202,16884,United Kingdom,17.7,1,17.7
2203,16352,United Kingdom,17.7,1,17.7
2204,15582,United Kingdom,17.7,1,17.7
2205,16473,United Kingdom,17.7,1,17.7
2206,13706,United Kingdom,17.7,1,17.7
2207,18192,United Kingdom,17.7,1,17.7
2208,13681,United Kingdom,17.7,1,17.7
2209,18193,United Kingdom,17.7,1,17.7
2210,12527,Germany,17.7,1,17.7
2211,12510,Spain,17.7,1,17.7
2212,12350,Norway,17.7,1,17.7
2213,14636,United Kingdom,17.7,1,17.7
2214,13960,United Kingdom,17.7,1,17.7
2215,16226,United Kingdom,17.7,1,17.7
2216,14823,United Kingdom,17.7,2,8.85
2217,12365,Cyprus,17.7,1,17.7
2218,16589,United Kingdom,17.7,1,17.7
2219,13919,Denmark,17.7,1,17.7
2220,16552,United Kingdom,17.7,1,17.7
2221,17520,United Kingdom,17.7,1,17.7
2222,15104,United Kingdom,17.7,1,17.7
2223,12993,United Kingdom,17.7,1,17.7
2224,13379,United Kingdom,17.7,2,8.85
2225,13425,United Kingdom,17.7,1,17.7
2226,16211,United Kingdom,17.7,1,17.7
2227,12997,United Kingdom,17.7,1,17.7
2228,17897,United Kingdom,17.68,2,8.84
2229,13594,United Kingdom,17.5,1,17.5
2230,18261,United Kingdom,17.4,1,17.4
2231,17278,United Kingdom,17.4,1,17.4
2232,14929,United Kingdom,17.4,1,17.4
2233,14196,United Kingdom,17.4,1,17.4
2234,14356,United Kingdom,17.4,1,17.4
2235,12815,Poland,17.4,1,17.4
2236,15664,United Kingdom,17.4,1,17.4
2237,15240,United Kingdom,17.4,1,17.4
2238,12895,United Kingdom,17.4,1,17.4
2239,13398,United Kingdom,17.4,1,17.4
2240,12604,France,17.4,1,17.4
2241,13338,United Kingdom,17.4,1,17.4
2242,13974,United Kingdom,17.4,1,17.4
2243,16582,United Kingdom,17.4,1,17.4
2244,12644,Germany,17.4,1,17.4
2245,18287,United Kingdom,17.4,1,17.4
2246,12431,Belgium,17.4,1,17.4
2247,13080,United Kingdom,17.4,1,17.4
2248,14780,United Kingdom,17.4,1,17.4
2249,14720,United Kingdom,17.4,1,17.4
2250,13800,United Kingdom,17.4,1,17.4
2251,12982,United Kingdom,17.34,1,17.34
2252,17737,United Kingdom,17.34,1,17.34
2253,14474,United Kingdom,17.34,1,17.34
2254,13844,United Kingdom,17.34,1,17.34
2255,18177,United Kingdom,17.3,2,8.65
2256,17550,United Kingdom,17.3,3,5.77
2257,17779,United Kingdom,17.25,1,17.25
2258,18015,United Kingdom,17.240000000000002,1,17.24
2259,15349,United Kingdom,17.17,2,8.59
2260,14314,United Kingdom,17.16,1,17.16
2261,14620,United Kingdom,17.13,2,8.56
2262,15107,United Kingdom,17.0,1,17.0
2263,16093,United Kingdom,17.0,1,17.0
2264,14554,United Kingdom,17.0,1,17.0
2265,13455,United Kingdom,17.0,1,17.0
2266,15133,United Kingdom,17.0,1,17.0
2267,16249,United Kingdom,17.0,1,17.0
2268,16627,United Kingdom,17.0,1,17.0
2269,12669,France,17.0,1,17.0
2270,14970,United Kingdom,17.0,1,17.0
2271,17293,United Kingdom,17.0,1,17.0
2272,14560,United Kingdom,17.0,1,17.0
2273,13824,United Kingdom,17.0,1,17.0
2274,12410,Switzerland,17.0,1,17.0
2275,18108,United Kingdom,17.0,1,17.0
2276,13460,United Kingdom,17.0,1,17.0
2277,12994,United Kingdom,17.0,1,17.0
2278,13963,United Kingdom,17.0,1,17.0
2279,14284,United Kingdom,17.0,1,17.0
2280,16690,United Kingdom,16.95,1,16.95
2281,12642,Germany,16.95,1,16.95
2282,12837,United Kingdom,16.95,1,16.95
2283,15399,United Kingdom,16.94,2,8.47
2284,12909,United Kingdom,16.91,2,8.46
2285,15863,United Kingdom,16.9,1,16.9
2286,16595,United Kingdom,16.82,1,16.82
2287,14690,United Kingdom,16.8,1,16.8
2288,17430,United Kingdom,16.8,1,16.8
2289,13385,United Kingdom,16.8,1,16.8
2290,15429,United Kingdom,16.77,1,16.77
2291,16383,United Kingdom,16.65,2,8.32
2292,17600,United Kingdom,16.65,1,16.65
2293,15307,United Kingdom,16.6,1,16.6
2294,16847,United Kingdom,16.6,1,16.6
2295,16596,United Kingdom,16.6,1,16.6
2296,14754,United Kingdom,16.6,1,16.6
2297,15889,United Kingdom,16.55,2,8.28
2298,12361,Belgium,16.5,1,16.5
2299,14902,United Kingdom,16.5,1,16.5
2300,17350,United Kingdom,16.5,1,16.5
2301,13284,United Kingdom,16.5,1,16.5
2302,16305,United Kingdom,16.5,1,16.5
2303,16639,United Kingdom,16.5,1,16.5
2304,12478,Greece,16.5,1,16.5
2305,17101,United Kingdom,16.5,1,16.5
2306,15117,United Kingdom,16.5,1,16.5
2307,13345,United Kingdom,16.5,1,16.5
2308,17500,United Kingdom,16.5,1,16.5
2309,17574,United Kingdom,16.5,1,16.5
2310,15449,United Kingdom,16.5,1,16.5
2311,14006,United Kingdom,16.5,1,16.5
2312,13109,United Kingdom,16.5,1,16.5
2313,14300,United Kingdom,16.5,1,16.5
2314,12593,France,16.5,1,16.5
2315,13470,United Kingdom,16.5,1,16.5
2316,17878,United Kingdom,16.5,1,16.5
2317,13047,United Kingdom,16.5,1,16.5
2318,13023,United Kingdom,16.5,1,16.5
2319,13157,United Kingdom,16.5,1,16.5
2320,12530,Germany,16.5,1,16.5
2321,12769,Brazil,16.5,1,16.5
2322,12785,Portugal,16.5,1,16.5
2323,13774,United Kingdom,16.5,1,16.5
2324,18112,United Kingdom,16.5,1,16.5
2325,15860,United Kingdom,16.44,3,5.48
2326,13838,United Kingdom,16.38,3,5.46
2327,12628,Germany,16.35,1,16.35
2328,14508,United Kingdom,16.29,2,8.14
2329,18013,United Kingdom,16.25,1,16.25
2330,14034,United Kingdom,16.25,1,16.25
2331,16774,United Kingdom,16.25,1,16.25
2332,13067,United Kingdom,16.2,1,16.2
2333,17051,United Kingdom,16.15,1,16.15
2334,16222,United Kingdom,16.1,1,16.1
2335,14710,United Kingdom,16.09,3,5.36
2336,15774,United Kingdom,16.0,1,16.0
2337,16052,United Kingdom,15.959999999999999,1,15.96
2338,14998,United Kingdom,15.950000000000001,1,15.95
2339,17880,United Kingdom,15.9,1,15.9
2340,16781,United Kingdom,15.9,1,15.9
2341,13926,United Kingdom,15.9,1,15.9
2342,15533,United Kingdom,15.9,1,15.9
2343,13833,United Kingdom,15.9,1,15.9
2344,13718,United Kingdom,15.9,1,15.9
2345,17643,United Kingdom,15.9,1,15.9
2346,12834,United Kingdom,15.9,1,15.9
2347,16968,United Kingdom,15.9,1,15.9
2348,13487,United Kingdom,15.9,1,15.9
2349,16357,United Kingdom,15.9,1,15.9
2350,18059,United Kingdom,15.9,1,15.9
2351,13501,Switzerland,15.9,1,15.9
2352,14619,United Kingdom,15.9,1,15.9
2353,16425,United Kingdom,15.9,1,15.9
2354,13807,United Kingdom,15.9,1,15.9
2355,14830,United Kingdom,15.86,1,15.86
2356,15850,United Kingdom,15.85,2,7.92
2357,16136,United Kingdom,15.8,1,15.8
2358,16071,United Kingdom,15.8,1,15.8
2359,16755,United Kingdom,15.8,2,7.9
2360,15511,United Kingdom,15.79,2,7.9
2361,13211,United Kingdom,15.75,2,7.88
2362,15904,United Kingdom,15.75,1,15.75
2363,16322,United Kingdom,15.7,1,15.7
2364,18252,United Kingdom,15.63,1,15.63
2365,15225,United Kingdom,15.6,1,15.6
2366,16949,United Kingdom,15.6,1,15.6
2367,12492,Germany,15.6,1,15.6
2368,14481,United Kingdom,15.6,1,15.6
2369,12808,Portugal,15.6,1,15.6
2370,13247,United Kingdom,15.6,1,15.6
2371,15185,United Kingdom,15.6,1,15.6
2372,16483,United Kingdom,15.6,1,15.6
2373,14966,United Kingdom,15.55,1,15.55
2374,15146,United Kingdom,15.54,1,15.54
2375,17914,United Kingdom,15.399999999999999,1,15.4
2376,16024,United Kingdom,15.35,1,15.35
2377,14349,United Kingdom,15.34,1,15.34
2378,14176,United Kingdom,15.3,1,15.3
2379,14875,United Kingdom,15.3,1,15.3
2380,16555,United Kingdom,15.3,1,15.3
2381,13828,United Kingdom,15.3,1,15.3
2382,12452,Switzerland,15.3,1,15.3
2383,14013,United Kingdom,15.3,1,15.3
2384,15695,United Kingdom,15.3,1,15.3
2385,17767,United Kingdom,15.3,1,15.3
2386,14552,United Kingdom,15.15,1,15.15
2387,15012,United Kingdom,15.100000000000001,2,7.55
2388,13394,United Kingdom,15.1,2,7.55
2389,16411,United Kingdom,15.080000000000002,2,7.54
2390,13244,United Kingdom,15.05,1,15.05
2391,14276,United Kingdom,15.0,1,15.0
2392,14761,United Kingdom,15.0,1,15.0
2393,17398,United Kingdom,15.0,1,15.0
2394,14959,United Kingdom,15.0,1,15.0
2395,13000,United Kingdom,15.0,1,15.0
2396,16647,United Kingdom,15.0,1,15.0
2397,16642,United Kingdom,15.0,1,15.0
2398,12944,United Kingdom,15.0,1,15.0
2399,14665,United Kingdom,15.0,1,15.0
2400,12538,Spain,15.0,1,15.0
2401,16491,United Kingdom,15.0,1,15.0
2402,16763,United Kingdom,15.0,1,15.0
2403,16008,United Kingdom,15.0,1,15.0
2404,16092,United Kingdom,15.0,1,15.0
2405,16116,United Kingdom,15.0,1,15.0
2406,17505,United Kingdom,15.0,1,15.0
2407,12707,France,15.0,1,15.0
2408,15306,United Kingdom,15.0,1,15.0
2409,17691,United Kingdom,15.0,1,15.0
2410,15800,United Kingdom,15.0,1,15.0
2411,15730,United Kingdom,15.0,1,15.0
2412,17700,United Kingdom,15.0,1,15.0
2413,16909,United Kingdom,15.0,1,15.0
2414,15706,United Kingdom,15.0,1,15.0
2415,13072,United Kingdom,15.0,1,15.0
2416,16829,United Kingdom,15.0,1,15.0
2417,16838,United Kingdom,15.0,1,15.0
2418,14305,United Kingdom,15.0,1,15.0
2419,15949,United Kingdom,15.0,1,15.0
2420,16796,United Kingdom,15.0,1,15.0
2421,13485,United Kingdom,15.0,1,15.0
2422,13496,United Kingdom,15.0,1,15.0
2423,13495,United Kingdom,15.0,1,15.0
2424,16214,United Kingdom,15.0,1,15.0
2425,16648,United Kingdom,15.0,1,15.0
2426,13233,United Kingdom,15.0,1,15.0
2427,16297,United Kingdom,15.0,1,15.0
2428,13282,United Kingdom,15.0,1,15.0
2429,17188,United Kingdom,15.0,1,15.0
2430,17517,United Kingdom,15.0,1,15.0
2431,13369,United Kingdom,15.0,1,15.0
2432,13390,United Kingdom,15.0,1,15.0
2433,17682,United Kingdom,15.0,1,15.0
2434,16042,United Kingdom,15.0,1,15.0
2435,13466,United Kingdom,15.0,1,15.0
2436,14467,United Kingdom,15.0,1,15.0
2437,15835,United Kingdom,15.0,1,15.0
2438,14851,United Kingdom,15.0,1,15.0
2439,17633,United Kingdom,15.0,1,15.0
2440,14427,United Kingdom,15.0,1,15.0
2441,15598,United Kingdom,15.0,1,15.0
2442,14327,United Kingdom,15.0,1,15.0
2443,17926,United Kingdom,15.0,1,15.0
2444,13539,United Kingdom,15.0,1,15.0
2445,14073,United Kingdom,15.0,1,15.0
2446,15492,United Kingdom,15.0,1,15.0
2447,13639,United Kingdom,15.0,1,15.0
2448,14873,United Kingdom,15.0,1,15.0
2449,12701,Germany,15.0,1,15.0
2450,18104,United Kingdom,15.0,1,15.0
2451,13787,United Kingdom,15.0,1,15.0
2452,17958,United Kingdom,15.0,1,15.0
2453,13697,United Kingdom,15.0,1,15.0
2454,13973,United Kingdom,15.0,1,15.0
2455,14747,United Kingdom,15.0,1,15.0
2456,13928,United Kingdom,15.0,1,15.0
2457,13826,United Kingdom,15.0,1,15.0
2458,18071,United Kingdom,15.0,1,15.0
2459,13705,United Kingdom,15.0,1,15.0
2460,16571,United Kingdom,15.0,1,15.0
2461,13868,United Kingdom,15.0,1,15.0
2462,18224,United Kingdom,15.0,1,15.0
2463,18142,United Kingdom,15.0,1,15.0
2464,18155,United Kingdom,15.0,1,15.0
2465,18123,United Kingdom,15.0,2,7.5
2466,17248,United Kingdom,14.98,1,14.98
2467,16759,United Kingdom,14.95,1,14.95
