InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,InvoiceMonth,CohortMonth,CohortIndex,Region
580098,21843,RED RETROSPOT CAKE STAND,5,01-12-11 15:05,10.95,15373,United Kingdom,54.75,2011-12,2011-02,10,UK
542215,22077,6 RIBBONS RUSTIC CHARM,36,26-01-11 12:27,1.65,12472,Germany,59.4,2011-01,2010-12,1,International
537193,22189,CREAM HEART CARD HOLDER,6,05-12-10 13:49,3.95,15023,United Kingdom,23.7,2010-12,2010-12,0,UK
566076,22193,RED DINER WALL CLOCK,6,09-09-11 9:13,8.5,12449,Belgium,51,2011-09,2011-08,1,International
572964,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,24,27-10-11 10:41,0.79,12630,Finland,18.96,2011-10,2011-10,0,International
570177,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,07-10-11 14:17,3.75,17509,United Kingdom,15,2011-10,2011-10,0,UK
557114,23299,FOOD COVER WITH BEADS SET 2,6,16-06-11 16:43,3.75,13951,United Kingdom,22.5,2011-06,2011-06,0,UK
577071,22328,ROUND SNACK BOXES SET OF 4 FRUITS,5,17-11-11 14:56,2.95,13969,United Kingdom,14.75,2011-11,2010-12,11,UK
549902,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,12-04-11 16:17,1.65,14006,United Kingdom,16.5,2011-04,2011-04,0,UK
560554,23156,SET OF 5 MINI GROCERY MAGNETS,12,19-07-11 13:01,2.08,16232,United Kingdom,24.96,2011-07,2011-07,0,UK
567917,22599,CHRISTMAS MUSICAL ZINC STAR,72,22-09-11 17:19,0.29,14298,United Kingdom,20.88,2011-09,2010-12,9,UK
567327,23427,STOOL HOME SWEET HOME,1,19-09-11 14:43,12.5,13102,United Kingdom,12.5,2011-09,2010-12,9,UK
567887,22120,WELCOME  WOODEN BLOCK LETTERS,3,22-09-11 15:28,9.95,15237,United Kingdom,29.85,2011-09,2011-04,5,UK
540267,22077,6 RIBBONS RUSTIC CHARM,144,06-01-11 11:12,1.45,12415,Australia,208.8,2011-01,2011-01,0,International
537034,21721,CANDY SHOP  STICKER SHEET,24,03-12-10 17:20,0.85,13081,United Kingdom,20.4,2010-12,2010-12,0,UK
537133,21466,RED FLOWER CROCHET FOOD COVER,1,05-12-10 12:29,3.75,18156,United Kingdom,3.75,2010-12,2010-12,0,UK
560359,35924,HANGING FAIRY CAKE DECORATION,1,18-07-11 11:47,2.1,14159,United Kingdom,2.1,2011-07,2010-12,7,UK
561868,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,4,31-07-11 11:26,0.39,16813,United Kingdom,1.56,2011-07,2011-05,2,UK
573340,23000,TRAVEL CARD WALLET TRANSPORT,2,30-10-11 11:55,0.42,14159,United Kingdom,0.84,2011-10,2010-12,10,UK
554382,84997A,CHILDRENS CUTLERY POLKADOT GREEN,3,24-05-11 11:55,4.15,17365,United Kingdom,12.45,2011-05,2011-01,4,UK
579520,23344,JUMBO BAG 50'S CHRISTMAS,1,29-11-11 18:14,2.08,12748,United Kingdom,2.08,2011-11,2010-12,11,UK
573287,22727,ALARM CLOCK BAKELIKE RED,4,28-10-11 14:42,3.75,14194,United Kingdom,15,2011-10,2011-02,8,UK
540489,21755,LOVE BUILDING BLOCK WORD,3,07-01-11 16:32,5.95,13593,United Kingdom,17.85,2011-01,2011-01,0,UK
567656,21703,BAG 125g SWIRLY MARBLES,2,21-09-11 14:40,0.83,14096,United Kingdom,1.66,2011-09,2011-09,0,UK
581414,23697,A PRETTY THANK YOU CARD,12,08-12-11 14:39,0.42,14730,United Kingdom,5.04,2011-12,2011-03,9,UK
545868,22664,TOY TIDY DOLLY GIRL DESIGN,1,07-03-11 14:33,2.1,17841,United Kingdom,2.1,2011-03,2010-12,3,UK
559557,85159B,"WHITE TEA,COFFEE,SUGAR JARS",12,11-07-11 10:33,1.95,17444,Canada,23.4,2011-07,2011-06,1,International
552061,21363,HOME SMALL WOOD LETTERS,3,06-05-11 10:43,4.95,13001,United Kingdom,14.85,2011-05,2011-01,4,UK
536477,22632,HAND WARMER RED RETROSPOT,12,01-12-10 12:27,2.1,16210,United Kingdom,25.2,2010-12,2010-12,0,UK
580889,23344,JUMBO BAG 50'S CHRISTMAS,2,06-12-11 12:27,2.08,14071,United Kingdom,4.16,2011-12,2011-03,9,UK
568782,23343,JUMBO BAG VINTAGE CHRISTMAS,20,29-09-11 8:53,2.08,13985,United Kingdom,41.6,2011-09,2011-06,3,UK
574034,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1,02-11-11 12:45,1.45,17841,United Kingdom,1.45,2011-11,2010-12,11,UK
568955,23313,VINTAGE CHRISTMAS BUNTING,5,29-09-11 15:40,4.95,13759,United Kingdom,24.75,2011-09,2011-09,0,UK
553009,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,2,12-05-11 16:52,6.75,13601,United Kingdom,13.5,2011-05,2011-05,0,UK
565930,35970,ZINC FOLKART SLEIGH BELLS,12,08-09-11 10:32,1.69,12685,France,20.28,2011-09,2011-09,0,International
552880,84247G,"DECOUPAGE,GREETING CARD,",12,12-05-11 9:59,0.42,18245,United Kingdom,5.04,2011-05,2010-12,5,UK
556009,23169,CLASSIC GLASS COOKIE JAR,6,08-06-11 11:37,4.15,18221,United Kingdom,24.9,2011-06,2011-06,0,UK
579520,23198,PANTRY MAGNETIC  SHOPPING LIST,1,29-11-11 18:14,1.45,12748,United Kingdom,1.45,2011-11,2010-12,11,UK
552290,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,4,08-05-11 13:32,0.65,16007,United Kingdom,2.6,2011-05,2011-05,0,UK
577495,21034,REX CASH+CARRY JUMBO SHOPPER,1,20-11-11 12:20,0.95,14704,United Kingdom,0.95,2011-11,2011-07,4,UK
545166,22196,SMALL HEART MEASURING SPOONS,1,28-02-11 14:03,0.85,17027,United Kingdom,0.85,2011-02,2011-01,1,UK
577938,22933,BAKING MOULD EASTER EGG MILK CHOC,1,22-11-11 12:07,2.95,15525,United Kingdom,2.95,2011-11,2011-11,0,UK
562202,20749,ASSORTED COLOUR MINI CASES,4,03-08-11 12:33,7.95,15290,United Kingdom,31.8,2011-08,2010-12,8,UK
556058,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,08-06-11 13:54,4.15,13985,United Kingdom,16.6,2011-06,2011-06,0,UK
563613,23291,DOLLY GIRL CHILDRENS CUP,8,18-08-11 8:49,1.25,12688,Israel,10,2011-08,2011-08,0,International
570388,22961,JAM MAKING SET PRINTED,12,10-10-11 12:37,1.45,14911,EIRE,17.4,2011-10,2010-12,10,International
544585,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,21-02-11 14:58,2.95,12523,France,17.7,2011-02,2011-01,1,International
568168,23239,SET OF 4 KNICK KNACK TINS POPPIES,1,25-09-11 12:46,4.15,15799,United Kingdom,4.15,2011-09,2011-06,3,UK
552708,48194,DOORMAT HEARTS,2,10-05-11 16:19,7.95,13487,United Kingdom,15.9,2011-05,2011-05,0,UK
580047,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,01-12-11 12:44,0.85,12989,United Kingdom,0.85,2011-12,2011-04,8,UK
576339,22082,RIBBON REEL STRIPES DESIGN,3,14-11-11 15:27,3.29,14096,United Kingdom,9.87,2011-11,2011-09,2,UK
575905,84510E,SET OF 4 GREEN CAROUSEL COASTERS,10,11-11-11 15:49,1.25,13732,United Kingdom,12.5,2011-11,2011-11,0,UK
539593,21212,PACK OF 72 RETROSPOT CAKE CASES,24,20-12-10 13:31,0.55,13319,United Kingdom,13.2,2010-12,2010-12,0,UK
554770,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,26-05-11 11:40,2.95,14911,EIRE,17.7,2011-05,2010-12,5,International
575368,23219,LAUREL STAR ANTIQUE SILVER,1,09-11-11 15:07,1.25,14482,United Kingdom,1.25,2011-11,2011-10,1,UK
572196,23133,LARGE IVORY HEART WALL ORGANISER,120,21-10-11 11:54,5.66,18102,United Kingdom,679.2,2011-10,2010-12,10,UK
578260,22867,HAND WARMER BIRD DESIGN,12,23-11-11 13:15,2.1,17469,United Kingdom,25.2,2011-11,2011-05,6,UK
555568,23256,CHILDRENS CUTLERY SPACEBOY,4,05-06-11 15:25,4.15,17589,United Kingdom,16.6,2011-06,2011-06,0,UK
567472,22998,TRAVEL CARD WALLET KEEP CALM,2,20-09-11 12:47,0.42,15039,United Kingdom,0.84,2011-09,2010-12,9,UK
567915,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,22-09-11 17:15,2.55,12579,France,20.4,2011-09,2011-09,0,International
551142,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,26-04-11 13:22,2.95,17613,United Kingdom,17.7,2011-04,2011-02,2,UK
555704,82482,WOODEN PICTURE FRAME WHITE FINISH,6,06-06-11 15:06,2.55,14944,United Kingdom,15.3,2011-06,2011-02,4,UK
551658,22662,LUNCH BAG DOLLY GIRL DESIGN,10,03-05-11 12:13,1.65,16746,United Kingdom,16.5,2011-05,2010-12,5,UK
575964,23133,LARGE IVORY HEART WALL ORGANISER,1,13-11-11 12:31,8.25,15021,United Kingdom,8.25,2011-11,2010-12,11,UK
556021,20728,LUNCH BAG CARS BLUE,10,08-06-11 12:03,1.65,12921,United Kingdom,16.5,2011-06,2011-01,5,UK
579458,21327,SKULLS WRITING SET,1,29-11-11 14:38,1.65,16549,United Kingdom,1.65,2011-11,2011-01,10,UK
574846,22142,CHRISTMAS CRAFT WHITE FAIRY,1,07-11-11 11:59,1.45,14702,United Kingdom,1.45,2011-11,2011-01,10,UK
579556,23203,JUMBO BAG VINTAGE DOILY,1,30-11-11 11:17,2.08,17835,United Kingdom,2.08,2011-11,2011-11,0,UK
564745,22489,PACK OF 12 TRADITIONAL CRAYONS,1,28-08-11 15:27,0.42,16806,United Kingdom,0.42,2011-08,2011-06,2,UK
550007,23204,CHARLOTTE BAG APPLES DESIGN,100,14-04-11 10:13,0.72,15125,United Kingdom,72,2011-04,2011-03,1,UK
573373,22867,HAND WARMER BIRD DESIGN,2,30-10-11 13:37,2.1,14684,United Kingdom,4.2,2011-10,2010-12,10,UK
552357,23284,DOORMAT KEEP CALM AND COME IN,4,09-05-11 12:16,7.95,18219,United Kingdom,31.8,2011-05,2010-12,5,UK
542151,20750,RED RETROSPOT MINI CASES,2,26-01-11 10:30,7.95,13491,United Kingdom,15.9,2011-01,2011-01,0,UK
538210,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,10-12-10 11:44,0.55,14256,United Kingdom,13.2,2010-12,2010-12,0,UK
574956,21731,RED TOADSTOOL LED NIGHT LIGHT,12,08-11-11 9:54,1.65,16732,United Kingdom,19.8,2011-11,2011-11,0,UK
552036,22791,T-LIGHT GLASS FLUTED ANTIQUE,3,05-05-11 19:16,1.25,12748,United Kingdom,3.75,2011-05,2010-12,5,UK
571046,23100,SILVER BELLS TABLE DECORATION,1,13-10-11 13:35,1.25,18096,United Kingdom,1.25,2011-10,2011-10,0,UK
559807,21916,SET 12 RETRO WHITE CHALK STICKS,5,12-07-11 14:48,0.42,17841,United Kingdom,2.1,2011-07,2010-12,7,UK
540750,22386,JUMBO BAG PINK POLKADOT,10,11-01-11 10:26,1.95,16351,United Kingdom,19.5,2011-01,2011-01,0,UK
574275,POST,POSTAGE,2,03-11-11 14:37,40,12352,Norway,80,2011-11,2011-02,9,International
563928,22384,LUNCH BAG PINK POLKADOT,3,21-08-11 15:17,1.65,17059,United Kingdom,4.95,2011-08,2010-12,8,UK
548313,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2,30-03-11 12:15,1.45,15353,United Kingdom,2.9,2011-03,2010-12,3,UK
551088,22457,NATURAL SLATE HEART CHALKBOARD,6,26-04-11 12:31,2.95,14640,United Kingdom,17.7,2011-04,2011-04,0,UK
576704,23403,LETTER HOLDER HOME SWEET HOME,1,16-11-11 12:29,3.75,14527,United Kingdom,3.75,2011-11,2010-12,11,UK
539039,22662,LUNCH BAG DOLLY GIRL DESIGN,20,15-12-10 15:00,1.65,13124,United Kingdom,33,2010-12,2010-12,0,UK
557949,22442,GROW YOUR OWN FLOWERS SET OF 3,4,23-06-11 17:20,7.95,15530,United Kingdom,31.8,2011-06,2011-04,2,UK
567899,22748,POPPY'S PLAYHOUSE KITCHEN,6,22-09-11 16:26,2.1,14911,EIRE,12.6,2011-09,2010-12,9,International
558760,20718,RED RETROSPOT SHOPPER BAG,10,03-07-11 12:38,1.25,16918,United Kingdom,12.5,2011-07,2011-01,6,UK
550651,22861,EASTER TIN CHICKS IN GARDEN,1,19-04-11 16:52,1.65,15436,United Kingdom,1.65,2011-04,2011-04,0,UK
579124,21791,VINTAGE HEADS AND TAILS CARD GAME,1,28-11-11 12:14,1.25,15721,United Kingdom,1.25,2011-11,2011-11,0,UK
557033,15060B,FAIRY CAKE DESIGN UMBRELLA,4,16-06-11 13:48,3.75,13826,United Kingdom,15,2011-06,2011-06,0,UK
577095,23127,FELTCRAFT GIRL NICOLE KIT,1,17-11-11 16:39,4.95,15867,United Kingdom,4.95,2011-11,2010-12,11,UK
556183,21240,BLUE POLKADOT CUP,8,09-06-11 11:37,0.85,13134,United Kingdom,6.8,2011-06,2011-04,2,UK
580720,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,6,05-12-11 16:55,0.29,14629,United Kingdom,1.74,2011-12,2011-10,2,UK
558639,22366,DOORMAT AIRMAIL,4,01-07-11 8:55,7.95,13492,Switzerland,31.8,2011-07,2011-07,0,International
547875,22191,IVORY DINER WALL CLOCK,12,27-03-11 15:40,7.65,13408,United Kingdom,91.8,2011-03,2010-12,3,UK
572528,21201,TROPICAL  HONEYCOMB PAPER GARLAND,4,24-10-11 15:43,2.55,13176,United Kingdom,10.2,2011-10,2011-10,0,UK
541684,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,20-01-11 15:22,2.95,15498,United Kingdom,5.9,2011-01,2011-01,0,UK
548509,46000S,POLYESTER FILLER PAD 40x40cm,4,31-03-11 15:00,1.45,14543,United Kingdom,5.8,2011-03,2011-03,0,UK
537126,21207,SKULL AND CROSSBONES  GARLAND,2,05-12-10 12:13,1.65,18118,United Kingdom,3.3,2010-12,2010-12,0,UK
567183,22915,ASSORTED BOTTLE TOP  MAGNETS,6,18-09-11 15:32,0.42,14769,United Kingdom,2.52,2011-09,2011-03,6,UK
578950,20712,JUMBO BAG WOODLAND ANIMALS,1,27-11-11 14:40,2.08,17885,United Kingdom,2.08,2011-11,2011-11,0,UK
573876,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,01-11-11 12:48,4.25,16360,United Kingdom,4.25,2011-11,2011-09,2,UK
579559,82580,BATHROOM METAL SIGN,1,30-11-11 11:30,0.55,16764,United Kingdom,0.55,2011-11,2011-07,4,UK
556283,21791,VINTAGE HEADS AND TAILS CARD GAME,12,10-06-11 8:50,1.25,15628,United Kingdom,15,2011-06,2011-03,3,UK
544277,48138,DOORMAT UNION FLAG,2,17-02-11 11:58,7.95,13718,United Kingdom,15.9,2011-02,2011-02,0,UK
575731,22079,RIBBON REEL HEARTS DESIGN,5,10-11-11 20:01,1.65,13230,United Kingdom,8.25,2011-11,2011-01,10,UK
549555,22147,FELTCRAFT BUTTERFLY HEARTS,1,10-04-11 12:52,1.45,13606,United Kingdom,1.45,2011-04,2011-04,0,UK
578696,23681,LUNCH BAG RED VINTAGE DOILY,10,25-11-11 10:02,1.65,13985,United Kingdom,16.5,2011-11,2011-06,5,UK
573035,22652,TRAVEL SEWING KIT,20,27-10-11 13:43,1.65,12433,Norway,33,2011-10,2010-12,10,International
537399,22301,COFFEE MUG CAT + BIRD DESIGN,6,06-12-10 14:31,2.55,13030,United Kingdom,15.3,2010-12,2010-12,0,UK
576869,POST,POSTAGE,1,16-11-11 16:20,18,12500,Germany,18,2011-11,2011-10,1,International
557635,20830,SILVER PHOTO FRAME,6,21-06-11 15:27,2.1,12748,United Kingdom,12.6,2011-06,2010-12,6,UK
574840,82494L,WOODEN FRAME ANTIQUE WHITE,1,07-11-11 11:41,2.95,12748,United Kingdom,2.95,2011-11,2010-12,11,UK
570420,22135,MINI LADLE LOVE HEART PINK,5,10-10-11 13:33,0.42,17841,United Kingdom,2.1,2011-10,2010-12,10,UK
572318,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,23-10-11 16:19,1.25,15436,United Kingdom,1.25,2011-10,2011-04,6,UK
567785,23199,JUMBO BAG APPLES,100,22-09-11 11:28,1.79,18102,United Kingdom,179,2011-09,2010-12,9,UK
560535,22985,WRAP BILLBOARD FONTS DESIGN,50,19-07-11 12:13,0.42,13167,United Kingdom,21,2011-07,2011-07,0,UK
559465,22386,JUMBO BAG PINK POLKADOT,100,08-07-11 13:26,1.79,14680,United Kingdom,179,2011-07,2010-12,7,UK
539722,22197,SMALL POPCORN HOLDER,24,21-12-10 13:45,0.85,14911,EIRE,20.4,2010-12,2010-12,0,International
546912,85132A,CHARLIE + LOLA BISCUITS TINS,2,17-03-11 20:12,9.95,15861,United Kingdom,19.9,2011-03,2011-03,0,UK
581016,23321,SMALL WHITE HEART OF WICKER,12,07-12-11 9:53,1.65,14141,United Kingdom,19.8,2011-12,2011-08,4,UK
539196,22802,FAUX FUR CHOCOLATE THROW,1,16-12-10 12:09,19.95,18055,United Kingdom,19.95,2010-12,2010-12,0,UK
568650,22752,SET 7 BABUSHKA NESTING BOXES,4,28-09-11 11:56,8.5,13505,Switzerland,34,2011-09,2011-05,4,International
568140,23051,RECYCLED ACAPULCO MAT BLUE,2,25-09-11 10:48,8.25,17411,United Kingdom,16.5,2011-09,2011-03,6,UK
569893,22553,PLASTERS IN TIN SKULLS,12,06-10-11 15:51,1.65,12627,Germany,19.8,2011-10,2011-07,3,International
546855,21181,PLEASE ONE PERSON METAL SIGN,4,17-03-11 13:58,2.1,18168,United Kingdom,8.4,2011-03,2010-12,3,UK
579399,22439,6 ROCKET BALLOONS,1,29-11-11 12:09,0.65,13137,United Kingdom,0.65,2011-11,2011-02,9,UK
569652,23100,SILVER BELLS TABLE DECORATION,12,05-10-11 12:51,1.25,15628,United Kingdom,15,2011-10,2011-03,7,UK
561870,22556,PLASTERS IN TIN CIRCUS PARADE,12,31-07-11 11:45,1.65,14911,EIRE,19.8,2011-07,2010-12,7,International
547809,22300,COFFEE MUG DOG + BALL DESIGN,2,25-03-11 13:54,2.55,12748,United Kingdom,5.1,2011-03,2010-12,3,UK
572653,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2,25-10-11 12:12,0.85,15861,United Kingdom,1.7,2011-10,2011-03,7,UK
558710,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,1,01-07-11 13:04,2.55,15483,United Kingdom,2.55,2011-07,2011-03,4,UK
560988,15056BL,EDWARDIAN PARASOL BLACK,24,22-07-11 13:17,5.95,15854,United Kingdom,142.8,2011-07,2011-01,6,UK
561626,22496,SET OF 2 ROUND TINS DUTCH CHEESE,1,28-07-11 14:03,2.95,14898,United Kingdom,2.95,2011-07,2011-07,0,UK
564750,23083,SET 6 PAPER TABLE LANTERN STARS,6,30-08-11 9:36,3.75,17690,United Kingdom,22.5,2011-08,2011-01,7,UK
570700,C2,CARRIAGE,1,12-10-11 9:29,50,14156,EIRE,50,2011-10,2011-01,9,International
575516,23438,RED SPOT GIFT BAG LARGE,24,10-11-11 10:45,1.25,17340,United Kingdom,30,2011-11,2010-12,11,UK
578034,21481,FAWN BLUE HOT WATER BOTTLE,36,22-11-11 13:47,3.39,14646,Netherlands,122.04,2011-11,2010-12,11,International
574536,22976,CIRCUS PARADE CHILDRENS EGG CUP,3,04-11-11 14:35,1.25,15707,United Kingdom,3.75,2011-11,2011-10,1,UK
572309,21993,FLORAL FOLK STATIONERY SET,4,23-10-11 15:29,1.25,14432,United Kingdom,5,2011-10,2011-09,1,UK
566862,23418,LAVENDER TOILETTE BOTTLE,12,15-09-11 12:46,2.08,13018,United Kingdom,24.96,2011-09,2011-02,7,UK
577701,23238,SET OF 4 KNICK KNACK TINS LONDON,2,21-11-11 12:11,4.15,13673,United Kingdom,8.3,2011-11,2011-11,0,UK
562213,22383,LUNCH BAG SUKI DESIGN,1,03-08-11 13:39,1.65,13975,United Kingdom,1.65,2011-08,2011-03,5,UK
563565,20658,RED RETROSPOT LUGGAGE TAG,4,17-08-11 14:22,1.25,17338,United Kingdom,5,2011-08,2010-12,8,UK
577794,85049A,TRADITIONAL CHRISTMAS RIBBONS,2,21-11-11 16:48,1.25,14030,United Kingdom,2.5,2011-11,2011-04,7,UK
573323,21756,BATH BUILDING BLOCK WORD,2,30-10-11 10:54,6.25,15708,United Kingdom,12.5,2011-10,2010-12,10,UK
575726,23101,SILVER STARS TABLE DECORATION,2,10-11-11 19:12,0.83,16791,United Kingdom,1.66,2011-11,2011-01,10,UK
552854,22557,PLASTERS IN TIN VINTAGE PAISLEY,12,11-05-11 15:16,1.65,14748,United Kingdom,19.8,2011-05,2010-12,5,UK
580980,20769,DAISY JOURNAL,6,06-12-11 15:43,2.55,17730,United Kingdom,15.3,2011-12,2011-03,9,UK
549577,51014A,"FEATHER PEN,HOT PINK",12,11-04-11 8:16,0.85,14286,United Kingdom,10.2,2011-04,2011-04,0,UK
544688,15056BL,EDWARDIAN PARASOL BLACK,4,23-02-11 8:29,5.95,18151,United Kingdom,23.8,2011-02,2011-02,0,UK
548552,22607,WOODEN ROUNDERS GARDEN SET,8,01-04-11 9:06,8.5,17613,United Kingdom,68,2011-04,2011-02,2,UK
539261,22969,HOMEMADE JAM SCENTED CANDLES,12,16-12-10 14:34,1.45,15620,United Kingdom,17.4,2010-12,2010-12,0,UK
568346,21977,PACK OF 60 PINK PAISLEY CAKE CASES,5,26-09-11 15:28,1.25,14096,United Kingdom,6.25,2011-09,2011-09,0,UK
554603,21232,STRAWBERRY CERAMIC TRINKET BOX,1,25-05-11 11:14,1.25,14593,United Kingdom,1.25,2011-05,2011-05,0,UK
573331,23305,SET 4 PICNIC CUTLERY BLUEBERRY,2,30-10-11 11:25,1.95,15860,United Kingdom,3.9,2011-10,2010-12,10,UK
560042,23298,SPOTTY BUNTING,3,14-07-11 14:46,4.95,17068,United Kingdom,14.85,2011-07,2010-12,7,UK
579196,85049E,SCANDINAVIAN REDS RIBBONS,10,28-11-11 15:54,2.46,14096,United Kingdom,24.6,2011-11,2011-09,2,UK
568180,23380,PACK OF 12 VINTAGE DOILY TISSUES,12,25-09-11 13:42,0.39,15429,United Kingdom,4.68,2011-09,2011-09,0,UK
554813,22998,TRAVEL CARD WALLET KEEP CALM,1,26-05-11 13:26,0.42,15852,United Kingdom,0.42,2011-05,2011-05,0,UK
566914,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,15-09-11 14:08,0.95,15466,United Kingdom,11.4,2011-09,2011-09,0,UK
559010,C2,CARRIAGE,1,05-07-11 12:50,50,14911,EIRE,50,2011-07,2010-12,7,International
537794,48138,DOORMAT UNION FLAG,1,08-12-10 13:01,7.95,16713,United Kingdom,7.95,2010-12,2010-12,0,UK
547796,84997B,CHILDRENS CUTLERY RETROSPOT RED,72,25-03-11 12:34,3.75,14646,Netherlands,270,2011-03,2010-12,3,International
543371,85194L,HANGING SPRING FLOWER EGG LARGE,6,07-02-11 14:53,0.85,14048,United Kingdom,5.1,2011-02,2011-02,0,UK
578266,22629,SPACEBOY LUNCH BOX,1,23-11-11 13:34,1.95,12748,United Kingdom,1.95,2011-11,2010-12,11,UK
579555,21164,HOME SWEET HOME METAL SIGN,2,30-11-11 11:08,2.95,16241,United Kingdom,5.9,2011-11,2011-01,10,UK
565324,23234,BISCUIT TIN VINTAGE CHRISTMAS,2,02-09-11 13:18,2.89,13232,United Kingdom,5.78,2011-09,2011-05,4,UK
539196,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,16-12-10 12:09,0.85,18055,United Kingdom,20.4,2010-12,2010-12,0,UK
563566,22727,ALARM CLOCK BAKELIKE RED,4,17-08-11 14:25,3.75,13655,United Kingdom,15,2011-08,2011-04,4,UK
544077,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,4,15-02-11 15:04,1.65,14825,United Kingdom,6.6,2011-02,2011-02,0,UK
538853,20867,PINK ROSE FABRIC MIRROR,2,14-12-10 13:35,1.25,16805,United Kingdom,2.5,2010-12,2010-12,0,UK
537396,84879,ASSORTED COLOUR BIRD ORNAMENT,8,06-12-10 14:08,1.69,17223,United Kingdom,13.52,2010-12,2010-12,0,UK
569899,23284,DOORMAT KEEP CALM AND COME IN,2,06-10-11 16:15,8.25,13940,United Kingdom,16.5,2011-10,2011-08,2,UK
536401,22382,LUNCH BAG SPACEBOY DESIGN,2,01-12-10 11:21,1.65,15862,United Kingdom,3.3,2010-12,2010-12,0,UK
556280,22413,METAL SIGN TAKE IT OR LEAVE IT,4,09-06-11 20:03,2.95,14584,United Kingdom,11.8,2011-06,2011-05,1,UK
537126,20975,12 PENCILS SMALL TUBE RED RETROSPOT,1,05-12-10 12:13,0.65,18118,United Kingdom,0.65,2010-12,2010-12,0,UK
577252,22633,HAND WARMER UNION JACK,3,18-11-11 12:22,2.1,18034,United Kingdom,6.3,2011-11,2011-11,0,UK
560696,23081,GREEN METAL BOX ARMY SUPPLIES,4,20-07-11 12:14,8.25,14606,United Kingdom,33,2011-07,2010-12,7,UK
563928,22382,LUNCH BAG SPACEBOY DESIGN,2,21-08-11 15:17,1.65,17059,United Kingdom,3.3,2011-08,2010-12,8,UK
568378,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,27-09-11 8:57,2.1,13035,United Kingdom,25.2,2011-09,2011-03,6,UK
561627,22580,ADVENT CALENDAR GINGHAM SACK,3,28-07-11 14:08,5.95,12453,Austria,17.85,2011-07,2011-07,0,International
578317,23340,VINTAGE CHRISTMAS CAKE FRILL,12,23-11-11 16:47,1.65,15398,United Kingdom,19.8,2011-11,2011-09,2,UK
544476,84836,ZINC METAL HEART DECORATION,2,21-02-11 9:58,1.25,14796,United Kingdom,2.5,2011-02,2010-12,2,UK
573375,21889,WOODEN BOX OF DOMINOES,12,30-10-11 13:42,1.25,15521,United Kingdom,15,2011-10,2011-03,7,UK
556467,22131,FOOD CONTAINER SET 3 LOVE HEART,3,12-06-11 11:17,1.95,13232,United Kingdom,5.85,2011-06,2011-05,1,UK
562517,23200,JUMBO BAG PEARS,6,05-08-11 12:27,2.08,15719,United Kingdom,12.48,2011-08,2011-01,7,UK
568323,21175,GIN + TONIC DIET METAL SIGN,12,26-09-11 13:45,2.55,15078,United Kingdom,30.6,2011-09,2010-12,9,UK
568069,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,23-09-11 14:05,2.1,13336,United Kingdom,12.6,2011-09,2011-09,0,UK
561222,85017B,ENVELOPE 50 BLOSSOM IMAGES,24,26-07-11 9:27,0.42,13588,United Kingdom,10.08,2011-07,2011-07,0,UK
569555,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,05-10-11 8:17,4.25,17728,United Kingdom,17,2011-10,2011-09,1,UK
572746,23227,FILIGREE HEART BUTTERFLY WHITE,3,25-10-11 16:30,1.25,13263,United Kingdom,3.75,2011-10,2011-03,7,UK
551054,22423,REGENCY CAKESTAND 3 TIER,2,26-04-11 11:44,12.75,12429,Austria,25.5,2011-04,2011-04,0,International
581381,23381,PACK OF 12 VINTAGE LEAF TISSUES,12,08-12-11 12:54,0.39,16933,United Kingdom,4.68,2011-12,2011-12,0,UK
540851,21843,RED RETROSPOT CAKE STAND,1,12-01-11 9:43,10.95,12523,France,10.95,2011-01,2011-01,0,International
579350,23344,JUMBO BAG 50'S CHRISTMAS,10,29-11-11 11:48,2.08,15218,United Kingdom,20.8,2011-11,2011-01,10,UK
